Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.295018	1	0	4	-104.143
0.295018	1	0	5	-112.289
0.295018	1	0	6	-89.0486
0.295018	1	0	1	-126.231
0.295018	1	0	2	-126.134
0.295018	1	0	3	-129.775
0.295018	1	0	8	-112.043
0.295018	1	0	9	-104.976
0.295018	1	0	7	-105.172
0.29575	1	0	4	-104.064
0.29575	1	0	5	-112.47
0.29575	1	0	6	-89.1387
0.29575	1	0	1	-126.292
0.29575	1	0	2	-126.008
0.29575	1	0	3	-129.767
0.29575	1	0	8	-112.014
0.29575	1	0	9	-104.949
0.29575	1	0	7	-105.172
0.296	1	0	4	-103.991
0.296	1	0	5	-112.548
0.296	1	0	6	-89.1589
0.296	1	0	1	-126.365
0.296	1	0	2	-126.006
0.296	1	0	3	-129.759
0.296	1	0	8	-111.999
0.296	1	0	9	-104.8
0.296	1	0	7	-105.172
0.2975	1	0	4	-104.034
0.2975	1	0	5	-112.676
0.2975	1	0	6	-89.1973
0.2975	1	0	1	-126.568
0.2975	1	0	2	-126.042
0.2975	1	0	3	-129.731
0.2975	1	0	8	-112.069
0.2975	1	0	9	-104.725
0.2975	1	0	7	-105.172
0.297518	1	0	4	-104.016
0.297518	1	0	5	-112.684
0.297518	1	0	6	-89.1879
0.297518	1	0	1	-126.569
0.297518	1	0	2	-126.051
0.297518	1	0	3	-129.74
0.297518	1	0	8	-112.08
0.297518	1	0	9	-104.739
0.297518	1	0	7	-105.172
0.29775	1	0	4	-103.938
0.29775	1	0	5	-112.718
0.29775	1	0	6	-89.1786
0.29775	1	0	1	-126.507
0.29775	1	0	2	-126.103
0.29775	1	0	3	-129.862
0.29775	1	0	8	-112.092
0.29775	1	0	9	-104.689
0.29775	1	0	7	-105.172
0.297768	1	0	4	-103.96
0.297768	1	0	5	-112.724
0.297768	1	0	6	-89.1696
0.297768	1	0	1	-126.498
0.297768	1	0	2	-126.108
0.297768	1	0	3	-129.867
0.297768	1	0	8	-112.102
0.297768	1	0	9	-104.688
0.297768	1	0	7	-105.172
0.297786	1	0	4	-103.974
0.297786	1	0	5	-112.725
0.297786	1	0	6	-89.1831
0.297786	1	0	1	-126.49
0.297786	1	0	2	-126.104
0.297786	1	0	3	-129.848
0.297786	1	0	8	-112.1
0.297786	1	0	9	-104.694
0.297786	1	0	7	-105.172
0.297804	1	0	4	-103.966
0.297804	1	0	5	-112.748
0.297804	1	0	6	-89.1885
0.297804	1	0	1	-126.507
0.297804	1	0	2	-126.132
0.297804	1	0	3	-129.864
0.297804	1	0	8	-112.094
0.297804	1	0	9	-104.714
0.297804	1	0	7	-105.172
0.29825	1	0	4	-104.049
0.29825	1	0	5	-112.815
0.29825	1	0	6	-89.3236
0.29825	1	0	1	-126.515
0.29825	1	0	2	-126.133
0.29825	1	0	3	-129.886
0.29825	1	0	8	-112.135
0.29825	1	0	9	-104.568
0.29825	1	0	7	-105.172
0.298268	1	0	4	-104.049
0.298268	1	0	5	-112.831
0.298268	1	0	6	-89.3263
0.298268	1	0	1	-126.519
0.298268	1	0	2	-126.103
0.298268	1	0	3	-129.879
0.298268	1	0	8	-112.144
0.298268	1	0	9	-104.555
0.298268	1	0	7	-105.172
0.2985	1	0	4	-104.195
0.2985	1	0	5	-112.87
0.2985	1	0	6	-89.3195
0.2985	1	0	1	-126.589
0.2985	1	0	2	-126.115
0.2985	1	0	3	-129.865
0.2985	1	0	8	-112.1
0.2985	1	0	9	-104.57
0.2985	1	0	7	-105.172
0.3	1	0	4	-104.172
0.3	1	0	5	-113.019
0.3	1	0	6	-89.3343
0.3	1	0	1	-126.586
0.3	1	0	2	-126.149
0.3	1	0	3	-129.781
0.3	1	0	8	-112.097
0.3	1	0	9	-104.556
0.3	1	0	7	-105.172
0.300018	1	0	4	-104.165
0.300018	1	0	5	-113.036
0.300018	1	0	6	-89.3459
0.300018	1	0	1	-126.571
0.300018	1	0	2	-126.133
0.300018	1	0	3	-129.77
0.300018	1	0	8	-112.093
0.300018	1	0	9	-104.563
0.300018	1	0	7	-105.172
0.30025	1	0	4	-104.185
0.30025	1	0	5	-112.997
0.30025	1	0	6	-89.4172
0.30025	1	0	1	-126.595
0.30025	1	0	2	-126.114
0.30025	1	0	3	-129.775
0.30025	1	0	8	-112.056
0.30025	1	0	9	-104.572
0.30025	1	0	7	-105.172
0.300268	1	0	4	-104.176
0.300268	1	0	5	-112.997
0.300268	1	0	6	-89.41
0.300268	1	0	1	-126.607
0.300268	1	0	2	-126.125
0.300268	1	0	3	-129.76
0.300268	1	0	8	-112.043
0.300268	1	0	9	-104.571
0.300268	1	0	7	-105.172
0.300286	1	0	4	-104.21
0.300286	1	0	5	-113.004
0.300286	1	0	6	-89.4337
0.300286	1	0	1	-126.593
0.300286	1	0	2	-126.109
0.300286	1	0	3	-129.784
0.300286	1	0	8	-112.054
0.300286	1	0	9	-104.59
0.300286	1	0	7	-105.172
0.300304	1	0	4	-104.196
0.300304	1	0	5	-113.002
0.300304	1	0	6	-89.4358
0.300304	1	0	1	-126.577
0.300304	1	0	2	-126.095
0.300304	1	0	3	-129.775
0.300304	1	0	8	-112.044
0.300304	1	0	9	-104.591
0.300304	1	0	7	-105.172
0.3005	1	0	4	-104.233
0.3005	1	0	5	-112.967
0.3005	1	0	6	-89.4179
0.3005	1	0	1	-126.431
0.3005	1	0	2	-126.075
0.3005	1	0	3	-129.841
0.3005	1	0	8	-112.028
0.3005	1	0	9	-104.635
0.3005	1	0	7	-105.172
0.300518	1	0	4	-104.258
0.300518	1	0	5	-112.976
0.300518	1	0	6	-89.4259
0.300518	1	0	1	-126.409
0.300518	1	0	2	-126.101
0.300518	1	0	3	-129.835
0.300518	1	0	8	-112.015
0.300518	1	0	9	-104.638
0.300518	1	0	7	-105.172
0.30075	1	0	4	-104.355
0.30075	1	0	5	-113.016
0.30075	1	0	6	-89.5106
0.30075	1	0	1	-126.373
0.30075	1	0	2	-126.069
0.30075	1	0	3	-129.933
0.30075	1	0	8	-112.016
0.30075	1	0	9	-104.67
0.30075	1	0	7	-105.172
0.300768	1	0	4	-104.355
0.300768	1	0	5	-113.002
0.300768	1	0	6	-89.5232
0.300768	1	0	1	-126.381
0.300768	1	0	2	-126.056
0.300768	1	0	3	-129.944
0.300768	1	0	8	-112.02
0.300768	1	0	9	-104.66
0.300768	1	0	7	-105.172
0.300786	1	0	4	-104.368
0.300786	1	0	5	-112.996
0.300786	1	0	6	-89.5276
0.300786	1	0	1	-126.377
0.300786	1	0	2	-126.037
0.300786	1	0	3	-129.945
0.300786	1	0	8	-112.039
0.300786	1	0	9	-104.67
0.300786	1	0	7	-105.172
0.301	1	0	4	-104.298
0.301	1	0	5	-112.986
0.301	1	0	6	-89.5834
0.301	1	0	1	-126.3
0.301	1	0	2	-126.11
0.301	1	0	3	-130.004
0.301	1	0	8	-112.002
0.301	1	0	9	-104.603
0.301	1	0	7	-105.172
0.301018	1	0	4	-104.31
0.301018	1	0	5	-112.951
0.301018	1	0	6	-89.5852
0.301018	1	0	1	-126.311
0.301018	1	0	2	-126.101
0.301018	1	0	3	-130.005
0.301018	1	0	8	-111.996
0.301018	1	0	9	-104.588
0.301018	1	0	7	-105.172
0.3025	1	0	4	-104.216
0.3025	1	0	5	-112.795
0.3025	1	0	6	-89.3725
0.3025	1	0	1	-126.287
0.3025	1	0	2	-126.597
0.3025	1	0	3	-129.735
0.3025	1	0	8	-111.88
0.3025	1	0	9	-104.78
0.3025	1	0	7	-105.172
0.302518	1	0	4	-104.203
0.302518	1	0	5	-112.787
0.302518	1	0	6	-89.3758
0.302518	1	0	1	-126.279
0.302518	1	0	2	-126.6
0.302518	1	0	3	-129.735
0.302518	1	0	8	-111.873
0.302518	1	0	9	-104.788
0.302518	1	0	7	-105.172
0.302536	1	0	4	-104.194
0.302536	1	0	5	-112.805
0.302536	1	0	6	-89.3739
0.302536	1	0	1	-126.275
0.302536	1	0	2	-126.602
0.302536	1	0	3	-129.714
0.302536	1	0	8	-111.876
0.302536	1	0	9	-104.781
0.302536	1	0	7	-105.172
0.30275	1	0	4	-104.214
0.30275	1	0	5	-112.797
0.30275	1	0	6	-89.3917
0.30275	1	0	1	-126.268
0.30275	1	0	2	-126.621
0.30275	1	0	3	-129.715
0.30275	1	0	8	-111.844
0.30275	1	0	9	-104.818
0.30275	1	0	7	-105.172
0.302768	1	0	4	-104.181
0.302768	1	0	5	-112.799
0.302768	1	0	6	-89.3879
0.302768	1	0	1	-126.256
0.302768	1	0	2	-126.641
0.302768	1	0	3	-129.721
0.302768	1	0	8	-111.835
0.302768	1	0	9	-104.836
0.302768	1	0	7	-105.172
0.302786	1	0	4	-104.176
0.302786	1	0	5	-112.808
0.302786	1	0	6	-89.4006
0.302786	1	0	1	-126.242
0.302786	1	0	2	-126.652
0.302786	1	0	3	-129.726
0.302786	1	0	8	-111.82
0.302786	1	0	9	-104.82
0.302786	1	0	7	-105.172
0.303	1	0	4	-104.24
0.303	1	0	5	-112.761
0.303	1	0	6	-89.4101
0.303	1	0	1	-126.292
0.303	1	0	2	-126.611
0.303	1	0	3	-129.685
0.303	1	0	8	-111.848
0.303	1	0	9	-104.809
0.303	1	0	7	-105.172
0.303018	1	0	4	-104.245
0.303018	1	0	5	-112.762
0.303018	1	0	6	-89.4132
0.303018	1	0	1	-126.296
0.303018	1	0	2	-126.61
0.303018	1	0	3	-129.668
0.303018	1	0	8	-111.844
0.303018	1	0	9	-104.807
0.303018	1	0	7	-105.172
0.30325	1	0	4	-104.195
0.30325	1	0	5	-112.678
0.30325	1	0	6	-89.4548
0.30325	1	0	1	-126.299
0.30325	1	0	2	-126.656
0.30325	1	0	3	-129.662
0.30325	1	0	8	-111.766
0.30325	1	0	9	-104.792
0.30325	1	0	7	-105.172
0.3035	1	0	4	-104.153
0.3035	1	0	5	-112.669
0.3035	1	0	6	-89.5759
0.3035	1	0	1	-126.257
0.3035	1	0	2	-126.566
0.3035	1	0	3	-129.716
0.3035	1	0	8	-111.79
0.3035	1	0	9	-104.83
0.3035	1	0	7	-105.172
0.303518	1	0	4	-104.155
0.303518	1	0	5	-112.664
0.303518	1	0	6	-89.5776
0.303518	1	0	1	-126.267
0.303518	1	0	2	-126.558
0.303518	1	0	3	-129.753
0.303518	1	0	8	-111.811
0.303518	1	0	9	-104.836
0.303518	1	0	7	-105.172
0.305	1	0	4	-104.241
0.305	1	0	5	-112.679
0.305	1	0	6	-89.6652
0.305	1	0	1	-126.358
0.305	1	0	2	-126.37
0.305	1	0	3	-129.863
0.305	1	0	8	-111.685
0.305	1	0	9	-105.046
0.305	1	0	7	-105.172
0.3055	1	0	4	-104.35
0.3055	1	0	5	-112.606
0.3055	1	0	6	-89.5265
0.3055	1	0	1	-126.524
0.3055	1	0	2	-126.412
0.3055	1	0	3	-129.969
0.3055	1	0	8	-111.707
0.3055	1	0	9	-105.002
0.3055	1	0	7	-105.172
0.305518	1	0	4	-104.356
0.305518	1	0	5	-112.581
0.305518	1	0	6	-89.5238
0.305518	1	0	1	-126.519
0.305518	1	0	2	-126.404
0.305518	1	0	3	-129.988
0.305518	1	0	8	-111.716
0.305518	1	0	9	-105.008
0.305518	1	0	7	-105.172
0.30575	1	0	4	-104.367
0.30575	1	0	5	-112.539
0.30575	1	0	6	-89.5203
0.30575	1	0	1	-126.516
0.30575	1	0	2	-126.417
0.30575	1	0	3	-129.971
0.30575	1	0	8	-111.677
0.30575	1	0	9	-104.935
0.30575	1	0	7	-105.172
0.306	1	0	4	-104.35
0.306	1	0	5	-112.533
0.306	1	0	6	-89.5931
0.306	1	0	1	-126.496
0.306	1	0	2	-126.401
0.306	1	0	3	-129.975
0.306	1	0	8	-111.755
0.306	1	0	9	-104.948
0.306	1	0	7	-105.172
0.3075	1	0	4	-104.111
0.3075	1	0	5	-112.379
0.3075	1	0	6	-89.8412
0.3075	1	0	1	-126.51
0.3075	1	0	2	-126.452
0.3075	1	0	3	-129.871
0.3075	1	0	8	-111.687
0.3075	1	0	9	-104.844
0.3075	1	0	7	-105.172
0.307518	1	0	4	-104.125
0.307518	1	0	5	-112.369
0.307518	1	0	6	-89.832
0.307518	1	0	1	-126.511
0.307518	1	0	2	-126.442
0.307518	1	0	3	-129.916
0.307518	1	0	8	-111.691
0.307518	1	0	9	-104.847
0.307518	1	0	7	-105.172
0.307536	1	0	4	-104.126
0.307536	1	0	5	-112.357
0.307536	1	0	6	-89.8306
0.307536	1	0	1	-126.516
0.307536	1	0	2	-126.471
0.307536	1	0	3	-129.939
0.307536	1	0	8	-111.689
0.307536	1	0	9	-104.845
0.307536	1	0	7	-105.172
0.30825	1	0	4	-104.046
0.30825	1	0	5	-112.296
0.30825	1	0	6	-89.8009
0.30825	1	0	1	-126.642
0.30825	1	0	2	-126.404
0.30825	1	0	3	-129.853
0.30825	1	0	8	-111.722
0.30825	1	0	9	-105.148
0.30825	1	0	7	-105.172
0.3085	1	0	4	-104.087
0.3085	1	0	5	-112.253
0.3085	1	0	6	-89.7824
0.3085	1	0	1	-126.577
0.3085	1	0	2	-126.373
0.3085	1	0	3	-129.719
0.3085	1	0	8	-111.689
0.3085	1	0	9	-105.235
0.3085	1	0	7	-105.172
0.308518	1	0	4	-104.099
0.308518	1	0	5	-112.241
0.308518	1	0	6	-89.7675
0.308518	1	0	1	-126.557
0.308518	1	0	2	-126.38
0.308518	1	0	3	-129.726
0.308518	1	0	8	-111.711
0.308518	1	0	9	-105.235
0.308518	1	0	7	-105.172
0.31	1	0	4	-104.298
0.31	1	0	5	-112.281
0.31	1	0	6	-89.7554
0.31	1	0	1	-126.683
0.31	1	0	2	-126.434
0.31	1	0	3	-130.008
0.31	1	0	8	-111.703
0.31	1	0	9	-105.282
0.31	1	0	7	-105.172
0.310018	1	0	4	-104.294
0.310018	1	0	5	-112.285
0.310018	1	0	6	-89.732
0.310018	1	0	1	-126.67
0.310018	1	0	2	-126.436
0.310018	1	0	3	-129.999
0.310018	1	0	8	-111.704
0.310018	1	0	9	-105.313
0.310018	1	0	7	-105.172
0.31025	1	0	4	-104.321
0.31025	1	0	5	-112.325
0.31025	1	0	6	-89.6682
0.31025	1	0	1	-126.738
0.31025	1	0	2	-126.403
0.31025	1	0	3	-130.007
0.31025	1	0	8	-111.727
0.31025	1	0	9	-105.322
0.31025	1	0	7	-105.172
0.310268	1	0	4	-104.322
0.310268	1	0	5	-112.345
0.310268	1	0	6	-89.6497
0.310268	1	0	1	-126.729
0.310268	1	0	2	-126.416
0.310268	1	0	3	-130.029
0.310268	1	0	8	-111.741
0.310268	1	0	9	-105.333
0.310268	1	0	7	-105.172
0.310286	1	0	4	-104.322
0.310286	1	0	5	-112.343
0.310286	1	0	6	-89.6204
0.310286	1	0	1	-126.739
0.310286	1	0	2	-126.431
0.310286	1	0	3	-130.016
0.310286	1	0	8	-111.749
0.310286	1	0	9	-105.334
0.310286	1	0	7	-105.172
0.310304	1	0	4	-104.345
0.310304	1	0	5	-112.368
0.310304	1	0	6	-89.6259
0.310304	1	0	1	-126.723
0.310304	1	0	2	-126.422
0.310304	1	0	3	-130.039
0.310304	1	0	8	-111.727
0.310304	1	0	9	-105.333
0.310304	1	0	7	-105.172
0.310321	1	0	4	-104.356
0.310321	1	0	5	-112.369
0.310321	1	0	6	-89.6397
0.310321	1	0	1	-126.738
0.310321	1	0	2	-126.428
0.310321	1	0	3	-130.058
0.310321	1	0	8	-111.703
0.310321	1	0	9	-105.321
0.310321	1	0	7	-105.172
0.310339	1	0	4	-104.339
0.310339	1	0	5	-112.394
0.310339	1	0	6	-89.6222
0.310339	1	0	1	-126.72
0.310339	1	0	2	-126.427
0.310339	1	0	3	-130.039
0.310339	1	0	8	-111.696
0.310339	1	0	9	-105.346
0.310339	1	0	7	-105.172
0.31075	1	0	4	-104.332
0.31075	1	0	5	-112.379
0.31075	1	0	6	-89.6173
0.31075	1	0	1	-126.701
0.31075	1	0	2	-126.556
0.31075	1	0	3	-129.953
0.31075	1	0	8	-111.567
0.31075	1	0	9	-105.33
0.31075	1	0	7	-105.172
0.311	1	0	4	-104.263
0.311	1	0	5	-112.35
0.311	1	0	6	-89.5746
0.311	1	0	1	-126.682
0.311	1	0	2	-126.518
0.311	1	0	3	-129.947
0.311	1	0	8	-111.585
0.311	1	0	9	-105.324
0.311	1	0	7	-105.172
0.3125	1	0	4	-104.223
0.3125	1	0	5	-112.452
0.3125	1	0	6	-89.3782
0.3125	1	0	1	-126.47
0.3125	1	0	2	-126.386
0.3125	1	0	3	-129.931
0.3125	1	0	8	-111.467
0.3125	1	0	9	-105.213
0.3125	1	0	7	-105.172
0.312518	1	0	4	-104.254
0.312518	1	0	5	-112.462
0.312518	1	0	6	-89.3796
0.312518	1	0	1	-126.48
0.312518	1	0	2	-126.359
0.312518	1	0	3	-129.913
0.312518	1	0	8	-111.494
0.312518	1	0	9	-105.211
0.312518	1	0	7	-105.172
0.31275	1	0	4	-104.347
0.31275	1	0	5	-112.423
0.31275	1	0	6	-89.3835
0.31275	1	0	1	-126.439
0.31275	1	0	2	-126.411
0.31275	1	0	3	-129.906
0.31275	1	0	8	-111.508
0.31275	1	0	9	-105.2
0.31275	1	0	7	-105.172
0.312768	1	0	4	-104.344
0.312768	1	0	5	-112.424
0.312768	1	0	6	-89.3911
0.312768	1	0	1	-126.458
0.312768	1	0	2	-126.423
0.312768	1	0	3	-129.925
0.312768	1	0	8	-111.508
0.312768	1	0	9	-105.209
0.312768	1	0	7	-105.172
0.312786	1	0	4	-104.336
0.312786	1	0	5	-112.43
0.312786	1	0	6	-89.3891
0.312786	1	0	1	-126.427
0.312786	1	0	2	-126.411
0.312786	1	0	3	-129.925
0.312786	1	0	8	-111.516
0.312786	1	0	9	-105.189
0.312786	1	0	7	-105.172
0.312821	1	0	4	-104.307
0.312821	1	0	5	-112.429
0.312821	1	0	6	-89.389
0.312821	1	0	1	-126.417
0.312821	1	0	2	-126.407
0.312821	1	0	3	-129.929
0.312821	1	0	8	-111.499
0.312821	1	0	9	-105.178
0.312821	1	0	7	-105.172
0.31325	1	0	4	-104.233
0.31325	1	0	5	-112.436
0.31325	1	0	6	-89.5456
0.31325	1	0	1	-126.433
0.31325	1	0	2	-126.385
0.31325	1	0	3	-130.079
0.31325	1	0	8	-111.537
0.31325	1	0	9	-104.97
0.31325	1	0	7	-105.172
0.313268	1	0	4	-104.226
0.313268	1	0	5	-112.437
0.313268	1	0	6	-89.5417
0.313268	1	0	1	-126.421
0.313268	1	0	2	-126.387
0.313268	1	0	3	-130.1
0.313268	1	0	8	-111.54
0.313268	1	0	9	-104.987
0.313268	1	0	7	-105.172
0.3135	1	0	4	-104.198
0.3135	1	0	5	-112.5
0.3135	1	0	6	-89.5288
0.3135	1	0	1	-126.405
0.3135	1	0	2	-126.298
0.3135	1	0	3	-129.973
0.3135	1	0	8	-111.64
0.3135	1	0	9	-104.969
0.3135	1	0	7	-105.172
0.315	1	0	4	-104.128
0.315	1	0	5	-112.619
0.315	1	0	6	-89.2144
0.315	1	0	1	-126.258
0.315	1	0	2	-126.153
0.315	1	0	3	-129.819
0.315	1	0	8	-111.589
0.315	1	0	9	-104.988
0.315	1	0	7	-105.172
0.315018	1	0	4	-104.123
0.315018	1	0	5	-112.621
0.315018	1	0	6	-89.192
0.315018	1	0	1	-126.259
0.315018	1	0	2	-126.151
0.315018	1	0	3	-129.805
0.315018	1	0	8	-111.588
0.315018	1	0	9	-104.998
0.315018	1	0	7	-105.172
0.315036	1	0	4	-104.117
0.315036	1	0	5	-112.633
0.315036	1	0	6	-89.1836
0.315036	1	0	1	-126.278
0.315036	1	0	2	-126.135
0.315036	1	0	3	-129.792
0.315036	1	0	8	-111.587
0.315036	1	0	9	-104.991
0.315036	1	0	7	-105.172
0.315054	1	0	4	-104.117
0.315054	1	0	5	-112.601
0.315054	1	0	6	-89.1888
0.315054	1	0	1	-126.306
0.315054	1	0	2	-126.138
0.315054	1	0	3	-129.797
0.315054	1	0	8	-111.596
0.315054	1	0	9	-104.983
0.315054	1	0	7	-105.172
0.31525	1	0	4	-104.101
0.31525	1	0	5	-112.569
0.31525	1	0	6	-89.2243
0.31525	1	0	1	-126.387
0.31525	1	0	2	-126.138
0.31525	1	0	3	-129.782
0.31525	1	0	8	-111.568
0.31525	1	0	9	-105.015
0.31525	1	0	7	-105.172
0.315268	1	0	4	-104.106
0.315268	1	0	5	-112.543
0.315268	1	0	6	-89.2078
0.315268	1	0	1	-126.376
0.315268	1	0	2	-126.149
0.315268	1	0	3	-129.798
0.315268	1	0	8	-111.554
0.315268	1	0	9	-105.033
0.315268	1	0	7	-105.172
0.31575	1	0	4	-104.191
0.31575	1	0	5	-112.601
0.31575	1	0	6	-89.1936
0.31575	1	0	1	-126.433
0.31575	1	0	2	-126.15
0.31575	1	0	3	-129.688
0.31575	1	0	8	-111.567
0.31575	1	0	9	-105.009
0.31575	1	0	7	-105.172
0.316	1	0	4	-104.27
0.316	1	0	5	-112.588
0.316	1	0	6	-89.1719
0.316	1	0	1	-126.387
0.316	1	0	2	-126.209
0.316	1	0	3	-129.695
0.316	1	0	8	-111.654
0.316	1	0	9	-104.989
0.316	1	0	7	-105.172
0.316018	1	0	4	-104.259
0.316018	1	0	5	-112.615
0.316018	1	0	6	-89.1665
0.316018	1	0	1	-126.393
0.316018	1	0	2	-126.224
0.316018	1	0	3	-129.676
0.316018	1	0	8	-111.66
0.316018	1	0	9	-104.98
0.316018	1	0	7	-105.172
0.3175	1	0	4	-104.078
0.3175	1	0	5	-112.388
0.3175	1	0	6	-89.0787
0.3175	1	0	1	-126.435
0.3175	1	0	2	-126.269
0.3175	1	0	3	-129.686
0.3175	1	0	8	-111.816
0.3175	1	0	9	-104.943
0.3175	1	0	7	-105.172
0.317518	1	0	4	-104.053
0.317518	1	0	5	-112.394
0.317518	1	0	6	-89.061
0.317518	1	0	1	-126.452
0.317518	1	0	2	-126.269
0.317518	1	0	3	-129.666
0.317518	1	0	8	-111.808
0.317518	1	0	9	-104.948
0.317518	1	0	7	-105.172
0.31775	1	0	4	-104.113
0.31775	1	0	5	-112.397
0.31775	1	0	6	-89.01
0.31775	1	0	1	-126.443
0.31775	1	0	2	-126.237
0.31775	1	0	3	-129.612
0.31775	1	0	8	-111.786
0.31775	1	0	9	-104.959
0.31775	1	0	7	-105.172
0.317768	1	0	4	-104.109
0.317768	1	0	5	-112.395
0.317768	1	0	6	-88.9983
0.317768	1	0	1	-126.458
0.317768	1	0	2	-126.233
0.317768	1	0	3	-129.624
0.317768	1	0	8	-111.792
0.317768	1	0	9	-104.988
0.317768	1	0	7	-105.172
0.317786	1	0	4	-104.135
0.317786	1	0	5	-112.39
0.317786	1	0	6	-89.0338
0.317786	1	0	1	-126.472
0.317786	1	0	2	-126.246
0.317786	1	0	3	-129.627
0.317786	1	0	8	-111.766
0.317786	1	0	9	-105.006
0.317786	1	0	7	-105.172
0.318	1	0	4	-104.178
0.318	1	0	5	-112.364
0.318	1	0	6	-89.0748
0.318	1	0	1	-126.475
0.318	1	0	2	-126.283
0.318	1	0	3	-129.595
0.318	1	0	8	-111.712
0.318	1	0	9	-104.944
0.318	1	0	7	-105.172
0.318018	1	0	4	-104.193
0.318018	1	0	5	-112.374
0.318018	1	0	6	-89.077
0.318018	1	0	1	-126.46
0.318018	1	0	2	-126.271
0.318018	1	0	3	-129.618
0.318018	1	0	8	-111.706
0.318018	1	0	9	-104.964
0.318018	1	0	7	-105.172
0.31825	1	0	4	-104.135
0.31825	1	0	5	-112.447
0.31825	1	0	6	-89.0259
0.31825	1	0	1	-126.498
0.31825	1	0	2	-126.259
0.31825	1	0	3	-129.593
0.31825	1	0	8	-111.704
0.31825	1	0	9	-104.869
0.31825	1	0	7	-105.172
0.3185	1	0	4	-104.186
0.3185	1	0	5	-112.366
0.3185	1	0	6	-89.0264
0.3185	1	0	1	-126.496
0.3185	1	0	2	-126.251
0.3185	1	0	3	-129.631
0.3185	1	0	8	-111.65
0.3185	1	0	9	-104.757
0.3185	1	0	7	-105.172
0.32	1	0	4	-104.25
0.32	1	0	5	-112.26
0.32	1	0	6	-88.8393
0.32	1	0	1	-126.381
0.32	1	0	2	-126.06
0.32	1	0	3	-129.523
0.32	1	0	8	-111.779
0.32	1	0	9	-104.827
0.32	1	0	7	-105.172
0.320018	1	0	4	-104.244
0.320018	1	0	5	-112.274
0.320018	1	0	6	-88.8298
0.320018	1	0	1	-126.377
0.320018	1	0	2	-126.068
0.320018	1	0	3	-129.5
0.320018	1	0	8	-111.78
0.320018	1	0	9	-104.843
0.320018	1	0	7	-105.172
0.32025	1	0	4	-104.297
0.32025	1	0	5	-112.345
0.32025	1	0	6	-88.7882
0.32025	1	0	1	-126.362
0.32025	1	0	2	-126.047
0.32025	1	0	3	-129.466
0.32025	1	0	8	-111.755
0.32025	1	0	9	-104.9
0.32025	1	0	7	-105.172
0.320268	1	0	4	-104.308
0.320268	1	0	5	-112.357
0.320268	1	0	6	-88.7914
0.320268	1	0	1	-126.374
0.320268	1	0	2	-126.019
0.320268	1	0	3	-129.489
0.320268	1	0	8	-111.756
0.320268	1	0	9	-104.894
0.320268	1	0	7	-105.172
0.32075	1	0	4	-104.297
0.32075	1	0	5	-112.258
0.32075	1	0	6	-88.7544
0.32075	1	0	1	-126.476
0.32075	1	0	2	-126.048
0.32075	1	0	3	-129.301
0.32075	1	0	8	-111.871
0.32075	1	0	9	-104.839
0.32075	1	0	7	-105.172
0.321	1	0	4	-104.29
0.321	1	0	5	-112.274
0.321	1	0	6	-88.7828
0.321	1	0	1	-126.492
0.321	1	0	2	-126.046
0.321	1	0	3	-129.161
0.321	1	0	8	-111.893
0.321	1	0	9	-104.84
0.321	1	0	7	-105.172
0.3225	1	0	4	-104.565
0.3225	1	0	5	-112.433
0.3225	1	0	6	-88.6971
0.3225	1	0	1	-126.726
0.3225	1	0	2	-126.145
0.3225	1	0	3	-129.199
0.3225	1	0	8	-111.911
0.3225	1	0	9	-104.833
0.3225	1	0	7	-105.172
0.322518	1	0	4	-104.575
0.322518	1	0	5	-112.433
0.322518	1	0	6	-88.713
0.322518	1	0	1	-126.696
0.322518	1	0	2	-126.159
0.322518	1	0	3	-129.235
0.322518	1	0	8	-111.903
0.322518	1	0	9	-104.837
0.322518	1	0	7	-105.172
0.322536	1	0	4	-104.593
0.322536	1	0	5	-112.432
0.322536	1	0	6	-88.7034
0.322536	1	0	1	-126.719
0.322536	1	0	2	-126.175
0.322536	1	0	3	-129.242
0.322536	1	0	8	-111.911
0.322536	1	0	9	-104.832
0.322536	1	0	7	-105.172
0.322571	1	0	4	-104.612
0.322571	1	0	5	-112.441
0.322571	1	0	6	-88.7223
0.322571	1	0	1	-126.716
0.322571	1	0	2	-126.214
0.322571	1	0	3	-129.215
0.322571	1	0	8	-111.91
0.322571	1	0	9	-104.837
0.322571	1	0	7	-105.172
0.322589	1	0	4	-104.626
0.322589	1	0	5	-112.461
0.322589	1	0	6	-88.7122
0.322589	1	0	1	-126.704
0.322589	1	0	2	-126.217
0.322589	1	0	3	-129.195
0.322589	1	0	8	-111.928
0.322589	1	0	9	-104.825
0.322589	1	0	7	-105.172
0.32325	1	0	4	-104.616
0.32325	1	0	5	-112.471
0.32325	1	0	6	-88.6645
0.32325	1	0	1	-126.814
0.32325	1	0	2	-126.186
0.32325	1	0	3	-129.267
0.32325	1	0	8	-112.023
0.32325	1	0	9	-104.8
0.32325	1	0	7	-105.172
0.3235	1	0	4	-104.626
0.3235	1	0	5	-112.488
0.3235	1	0	6	-88.7779
0.3235	1	0	1	-126.839
0.3235	1	0	2	-126.212
0.3235	1	0	3	-129.325
0.3235	1	0	8	-111.875
0.3235	1	0	9	-104.841
0.3235	1	0	7	-105.172
0.325	1	0	4	-104.792
0.325	1	0	5	-112.439
