Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.228893	1	0	2	-134.865
0.228982	1	0	6	-96.3246
0.229	1	0	8	-120.156
0.229054	1	0	3	-137.891
0.229143	1	0	2	-134.799
0.22925	1	0	3	-137.967
0.229357	1	0	2	-134.804
0.2295	1	0	3	-138.01
0.229607	1	0	2	-134.8
0.22975	1	0	3	-138.016
0.229857	1	0	2	-134.729
0.23125	1	0	8	-120.22
0.231321	1	0	3	-138.21
0.231393	1	0	2	-134.665
0.231482	1	0	5	-120.924
0.231482	1	0	4	-112.109
0.231482	1	0	3	-138.128
0.2315	1	0	8	-120.183
0.231571	1	0	3	-138.119
0.231643	1	0	2	-134.768
0.23175	1	0	8	-120.081
0.231821	1	0	3	-138.206
0.231893	1	0	2	-134.831
0.232	1	0	8	-120.141
0.232071	1	0	3	-138.186
0.232143	1	0	2	-134.892
0.23225	1	0	8	-120.108
0.232304	1	0	3	-138.096
0.232393	1	0	2	-134.94
0.23375	1	0	8	-120.048
0.233821	1	0	5	-120.737
0.233857	1	0	3	-137.905
0.233929	1	0	2	-134.856
0.233982	1	0	4	-112.292
0.234	1	0	8	-120.151
0.234071	1	0	3	-137.899
0.234143	1	0	2	-134.838
0.23425	1	0	8	-120.177
0.234321	1	0	3	-137.932
0.234393	1	0	2	-134.777
0.2345	1	0	8	-120.137
0.234571	1	0	3	-137.944
0.234643	1	0	2	-134.793
0.23475	1	0	8	-120.078
0.234821	1	0	3	-137.896
0.234893	1	0	2	-134.685
0.23625	1	0	8	-120.354
0.236286	1	0	5	-120.584
0.236339	1	0	4	-112.418
0.236357	1	0	2	-134.762
0.236411	1	0	3	-137.855
0.236482	1	0	6	-96.1541
0.236482	1	0	2	-134.757
0.2365	1	0	8	-120.345
0.236571	1	0	5	-120.536
0.236625	1	0	3	-137.848
0.236679	1	0	2	-134.692
0.23675	1	0	8	-120.314
0.236821	1	0	3	-137.956
0.236893	1	0	2	-134.755
0.237	1	0	8	-120.348
0.237071	1	0	3	-137.93
0.237143	1	0	2	-134.721
0.23725	1	0	8	-120.455
0.237321	1	0	3	-138.012
0.237393	1	0	2	-134.707
0.23875	1	0	8	-120.491
0.238821	1	0	3	-138.009
0.238875	1	0	2	-134.681
0.238929	1	0	5	-120.695
0.238982	1	0	4	-112.372
0.238982	1	0	6	-96.1351
0.238982	1	0	3	-138.099
0.239	1	0	8	-120.419
0.239071	1	0	5	-120.688
0.239089	1	0	3	-138.036
0.239161	1	0	2	-134.678
0.239214	1	0	7	-112.672
0.23925	1	0	8	-120.391
0.239321	1	0	3	-138.055
0.239393	1	0	2	-134.639
0.2395	1	0	8	-120.347
0.239571	1	0	3	-138.03
0.239643	1	0	2	-134.567
0.23975	1	0	8	-120.392
0.239821	1	0	3	-137.93
0.239893	1	0	2	-134.55
0.24125	1	0	8	-120.294
0.241321	1	0	3	-137.921
0.241393	1	0	2	-134.41
0.241482	1	0	6	-96.2056
0.2415	1	0	8	-120.229
0.241571	1	0	3	-138.007
0.241643	1	0	2	-134.331
0.241714	1	0	1	-133.492
0.24175	1	0	8	-120.34
0.241821	1	0	3	-137.979
0.241893	1	0	2	-134.308
0.241982	1	0	4	-112.225
0.242	1	0	8	-120.34
0.242071	1	0	3	-138.009
0.242143	1	0	2	-134.354
0.24225	1	0	8	-120.359
0.242321	1	0	3	-138.109
0.242393	1	0	2	-134.348
0.24375	1	0	4	-112.305
0.243768	1	0	3	-138.008
0.243875	1	0	2	-134.297
0.243964	1	0	8	-120.293
0.243982	1	0	4	-112.249
0.243982	1	0	2	-134.309
0.244	1	0	8	-120.292
0.244071	1	0	3	-138.07
0.244143	1	0	2	-134.262
0.24425	1	0	8	-120.327
0.244321	1	0	3	-138.125
0.244393	1	0	2	-134.255
0.2445	1	0	8	-120.226
0.244571	1	0	3	-138.261
0.244643	1	0	2	-134.29
0.24475	1	0	8	-120.335
0.244857	1	0	2	-134.359
0.244964	1	0	3	-138.3
0.24625	1	0	8	-120.042
0.246321	1	0	4	-112.139
0.246375	1	0	3	-138.15
0.246429	1	0	2	-134.364
0.246482	1	0	7	-112.672
0.246482	1	0	3	-138.163
0.2465	1	0	8	-120.058
0.246571	1	0	4	-112.057
0.246589	1	0	3	-138.187
0.246661	1	0	2	-134.325
0.246714	1	0	6	-96.2241
0.246732	1	0	5	-120.584
0.24675	1	0	8	-120.033
0.246821	1	0	3	-138.04
0.246893	1	0	2	-134.286
0.247	1	0	8	-120.099
0.247071	1	0	3	-138.092
0.247143	1	0	2	-134.189
0.247214	1	0	4	-112.165
0.24725	1	0	8	-120.082
0.247321	1	0	3	-138.106
0.247393	1	0	2	-134.247
0.24875	1	0	8	-120.279
0.248821	1	0	7	-112.672
0.248857	1	0	5	-120.484
0.248875	1	0	3	-137.996
0.248929	1	0	2	-134.246
0.248982	1	0	6	-96.1572
0.249	1	0	8	-120.293
0.249071	1	0	3	-137.914
0.249143	1	0	2	-134.323
0.24925	1	0	8	-120.309
0.249321	1	0	3	-137.885
0.249393	1	0	2	-134.292
0.2495	1	0	8	-120.252
0.249571	1	0	3	-137.902
0.249643	1	0	2	-134.302
0.249714	1	0	9	-112.707
0.24975	1	0	8	-120.201
0.249821	1	0	3	-137.939
0.249893	1	0	2	-134.261
0.25125	1	0	8	-120.304
0.251321	1	0	7	-112.672
0.251375	1	0	3	-137.973
0.251429	1	0	2	-133.978
0.251482	1	0	4	-112.401
0.251482	1	0	2	-133.933
0.2515	1	0	8	-120.326
0.251571	1	0	7	-112.672
0.251625	1	0	3	-138.089
0.251679	1	0	2	-133.921
0.25175	1	0	8	-120.273
0.251821	1	0	7	-112.672
0.251875	1	0	3	-138.091
0.251929	1	0	2	-133.843
0.252	1	0	8	-120.267
0.252071	1	0	7	-112.672
0.252143	1	0	3	-138.083
0.252214	1	0	2	-133.901
0.25225	1	0	8	-120.242
0.252321	1	0	7	-112.672
0.252375	1	0	3	-138.154
0.252429	1	0	2	-133.95
0.252482	1	0	5	-120.903
0.25375	1	0	8	-120.392
0.253804	1	0	7	-112.672
0.253857	1	0	5	-120.875
0.253875	1	0	3	-138.142
0.253929	1	0	2	-133.753
0.253982	1	0	6	-96.1974
0.253982	1	0	3	-138.183
0.254	1	0	8	-120.376
0.254071	1	0	7	-112.672
0.254125	1	0	3	-138.124
0.254179	1	0	2	-133.735
0.254232	1	0	4	-112.298
0.25425	1	0	8	-120.459
0.254321	1	0	7	-112.672
0.254375	1	0	3	-138.121
0.254429	1	0	2	-133.732
0.2545	1	0	8	-120.553
0.254571	1	0	7	-112.672
0.254625	1	0	3	-138.177
0.254679	1	0	2	-133.724
0.25475	1	0	8	-120.566
0.254821	1	0	7	-112.672
0.254875	1	0	3	-138.179
0.254929	1	0	2	-133.68
0.25625	1	0	8	-120.567
0.256286	1	0	7	-112.672
0.256339	1	0	4	-112.41
0.256357	1	0	2	-133.638
0.256411	1	0	3	-138.172
0.256464	1	0	5	-120.893
0.256482	1	0	4	-112.44
0.2565	1	0	8	-120.581
0.256571	1	0	7	-112.672
0.256625	1	0	3	-138.234
0.256679	1	0	2	-133.676
0.25675	1	0	8	-120.549
0.256821	1	0	7	-112.672
0.256875	1	0	3	-138.243
0.256929	1	0	2	-133.768
0.257	1	0	8	-120.481
0.257071	1	0	7	-112.672
0.257125	1	0	3	-138.195
0.257179	1	0	2	-133.718
0.25725	1	0	8	-120.552
0.257321	1	0	7	-112.672
0.257375	1	0	3	-138.19
0.257429	1	0	2	-133.63
0.257482	1	0	6	-96.4052
0.25875	1	0	8	-120.509
0.258786	1	0	7	-112.672
0.258821	1	0	6	-96.3828
0.258857	1	0	5	-121.056
0.258893	1	0	2	-133.328
0.258929	1	0	3	-138.076
0.258982	1	0	4	-112.623
0.258982	1	0	5	-121.072
0.258982	1	0	2	-133.333
0.259	1	0	8	-120.499
0.259036	1	0	7	-112.672
0.259071	1	0	5	-121.079
0.259125	1	0	3	-138.096
0.259179	1	0	2	-133.344
0.259232	1	0	1	-132.878
0.259232	1	0	2	-133.345
0.25925	1	0	8	-120.59
0.259321	1	0	7	-112.672
0.259375	1	0	3	-138.167
0.259429	1	0	2	-133.322
0.2595	1	0	8	-120.675
0.259571	1	0	7	-112.672
0.259625	1	0	3	-138.147
0.259679	1	0	2	-133.391
0.25975	1	0	8	-120.649
0.259821	1	0	7	-112.672
0.259875	1	0	3	-138.226
0.259929	1	0	2	-133.439
0.26125	1	0	8	-120.68
0.261286	1	0	7	-112.672
0.261321	1	0	6	-96.4762
0.261339	1	0	5	-121.134
0.261357	1	0	4	-112.665
0.261375	1	0	3	-138.304
0.261411	1	0	2	-133.412
0.261446	1	0	1	-133.032
0.261482	1	0	6	-96.4875
0.261482	1	0	5	-121.1
0.2615	1	0	8	-120.691
0.261571	1	0	7	-112.672
0.261625	1	0	3	-138.301
0.261679	1	0	2	-133.402
0.261732	1	0	3	-138.315
0.26175	1	0	8	-120.719
0.261821	1	0	7	-112.672
0.261875	1	0	3	-138.279
0.261929	1	0	2	-133.538
0.261982	1	0	3	-138.358
0.262	1	0	8	-120.852
0.262071	1	0	7	-112.672
0.262125	1	0	3	-138.378
0.262179	1	0	2	-133.704
0.26225	1	0	8	-120.773
0.262321	1	0	7	-112.672
0.262375	1	0	3	-138.421
0.262429	1	0	2	-133.71
0.26375	1	0	8	-120.915
0.263786	1	0	7	-112.672
0.263821	1	0	3	-138.312
0.263875	1	0	2	-133.788
0.263929	1	0	1	-132.847
0.263982	1	0	6	-96.2114
0.263982	1	0	4	-112.787
0.264	1	0	8	-120.997
0.264036	1	0	7	-112.672
0.264071	1	0	3	-138.325
0.264125	1	0	2	-133.884
0.264179	1	0	1	-132.866
0.26425	1	0	8	-121.018
0.264286	1	0	7	-112.672
0.264321	1	0	3	-138.277
0.264375	1	0	2	-133.857
0.264429	1	0	1	-132.872
0.2645	1	0	8	-121.054
0.264536	1	0	7	-112.672
0.264571	1	0	3	-138.281
0.264625	1	0	2	-133.935
0.264679	1	0	1	-132.911
0.26475	1	0	8	-121.017
0.264786	1	0	7	-112.672
0.264821	1	0	3	-138.316
0.264875	1	0	2	-133.878
0.264929	1	0	1	-132.991
0.264982	1	0	6	-96.2887
0.26625	1	0	8	-120.955
0.266286	1	0	7	-112.672
0.266321	1	0	6	-96.4273
0.266339	1	0	4	-112.697
0.266357	1	0	3	-138.149
0.266393	1	0	2	-133.884
0.266429	1	0	1	-132.94
0.266482	1	0	6	-96.4492
0.2665	1	0	8	-120.827
0.266536	1	0	7	-112.672
0.266571	1	0	3	-138.102
0.266625	1	0	2	-133.912
0.266679	1	0	1	-132.929
0.266732	1	0	5	-120.433
0.26675	1	0	8	-120.861
0.266786	1	0	7	-112.672
0.266821	1	0	3	-138.1
0.266875	1	0	2	-133.965
0.266929	1	0	1	-132.981
0.266982	1	0	5	-120.362
0.267	1	0	8	-120.836
0.267036	1	0	7	-112.672
0.267071	1	0	3	-138.013
0.267125	1	0	2	-133.996
0.267179	1	0	1	-132.939
0.26725	1	0	8	-120.79
0.267286	1	0	7	-112.672
0.267321	1	0	3	-138.121
0.267357	1	0	2	-134.022
0.267411	1	0	1	-132.964
0.267464	1	0	5	-120.345
0.26875	1	0	8	-120.625
0.268786	1	0	7	-112.672
0.268821	1	0	6	-96.2996
0.268857	1	0	4	-112.854
0.268893	1	0	2	-134.096
0.268929	1	0	1	-132.981
0.268946	1	0	3	-138.111
0.268982	1	0	4	-112.834
0.268982	1	0	2	-134.1
0.269	1	0	8	-120.633
0.269036	1	0	7	-112.672
0.269071	1	0	6	-96.3155
0.269107	1	0	4	-112.818
0.269143	1	0	3	-138.166
0.269179	1	0	2	-134.172
0.269214	1	0	1	-133.036
0.26925	1	0	8	-120.624
0.269286	1	0	7	-112.672
0.269321	1	0	3	-138.136
0.269375	1	0	2	-134.14
0.269429	1	0	1	-133.055
0.2695	1	0	8	-120.608
0.269536	1	0	7	-112.672
0.269571	1	0	3	-138.035
0.269625	1	0	2	-134.068
0.269679	1	0	1	-133.078
0.26975	1	0	8	-120.528
0.269786	1	0	7	-112.672
0.269821	1	0	3	-137.951
0.269875	1	0	2	-134.057
0.269929	1	0	1	-133.18
0.269982	1	0	5	-120.487
0.269982	1	0	6	-96.3493
0.27125	1	0	8	-120.514
0.271286	1	0	7	-112.672
0.271321	1	0	6	-96.2904
0.271339	1	0	5	-120.486
0.271357	1	0	2	-134.058
0.271393	1	0	1	-133.214
0.271446	1	0	3	-137.878
0.271482	1	0	4	-112.821
0.271482	1	0	5	-120.513
0.271482	1	0	3	-137.878
0.2715	1	0	8	-120.413
0.271536	1	0	7	-112.672
0.271571	1	0	3	-137.888
0.271625	1	0	2	-133.923
0.271679	1	0	1	-133.161
0.271732	1	0	5	-120.499
0.27175	1	0	8	-120.33
0.271786	1	0	7	-112.672
0.271821	1	0	3	-137.926
0.271875	1	0	2	-133.891
0.271929	1	0	1	-133.269
0.271982	1	0	9	-112.718
0.272	1	0	8	-120.296
0.272036	1	0	7	-112.672
0.272071	1	0	3	-137.995
0.272125	1	0	2	-133.893
0.272179	1	0	1	-133.295
0.27225	1	0	8	-120.179
0.272286	1	0	7	-112.672
0.272321	1	0	3	-138.021
0.272375	1	0	2	-133.916
0.272429	1	0	1	-133.307
0.27375	1	0	9	-112.698
0.273786	1	0	8	-120.126
0.273821	1	0	7	-112.672
0.273857	1	0	5	-120.412
0.273875	1	0	4	-112.929
0.273893	1	0	3	-137.913
0.273929	1	0	2	-134.079
0.273964	1	0	1	-133.403
0.273982	1	0	6	-96.174
0.273982	1	0	5	-120.39
0.273982	1	0	4	-112.902
0.274	1	0	8	-120.185
0.274036	1	0	7	-112.672
0.274071	1	0	3	-137.909
0.274125	1	0	2	-134.061
0.274179	1	0	1	-133.434
0.27425	1	0	8	-120.162
0.274286	1	0	7	-112.672
0.274321	1	0	3	-137.977
0.274375	1	0	2	-134.038
0.274429	1	0	1	-133.35
0.2745	1	0	8	-120.287
0.274536	1	0	7	-112.672
0.274571	1	0	3	-137.967
0.274625	1	0	2	-134.069
0.274679	1	0	1	-133.395
0.27475	1	0	8	-120.135
0.274786	1	0	7	-112.672
0.274821	1	0	3	-137.841
0.274875	1	0	2	-134.017
0.274929	1	0	1	-133.268
0.27625	1	0	9	-112.834
0.276286	1	0	8	-120.195
0.276304	1	0	7	-112.672
0.276321	1	0	5	-120.191
0.276339	1	0	3	-137.769
0.276357	1	0	2	-133.934
0.276375	1	0	1	-133.431
0.276429	1	0	1	-133.414
0.276482	1	0	4	-112.896
0.276482	1	0	6	-96.25
0.276482	1	0	9	-112.72
0.276482	1	0	2	-133.917
0.2765	1	0	9	-112.724
0.276536	1	0	8	-120.162
0.276571	1	0	7	-112.672
0.276607	1	0	5	-120.187
0.276643	1	0	3	-137.793
0.276679	1	0	2	-133.936
0.276714	1	0	1	-133.358
0.276732	1	0	9	-112.733
0.27675	1	0	9	-112.719
0.276786	1	0	8	-120.165
0.276821	1	0	7	-112.672
0.276857	1	0	5	-120.137
0.276893	1	0	3	-137.879
0.276929	1	0	2	-133.979
0.276964	1	0	1	-133.354
0.276982	1	0	9	-112.768
0.277	1	0	9	-112.731
0.277036	1	0	8	-120.102
0.277071	1	0	7	-112.672
0.277107	1	0	5	-119.98
0.277143	1	0	3	-137.914
0.277179	1	0	2	-133.874
0.277214	1	0	1	-133.321
0.27725	1	0	9	-112.744
0.277286	1	0	8	-120.192
0.277321	1	0	7	-112.672
0.277357	1	0	3	-137.891
0.277393	1	0	2	-133.907
0.277429	1	0	1	-133.411
0.27875	1	0	9	-112.768
0.278786	1	0	8	-120.327
0.278821	1	0	7	-112.672
0.278857	1	0	3	-137.789
0.278893	1	0	2	-133.686
0.278929	1	0	1	-133.332
0.278946	1	0	5	-119.819
0.278982	1	0	6	-96.2772
0.278982	1	0	9	-112.878
0.278982	1	0	3	-137.749
0.279	1	0	9	-112.877
0.279036	1	0	8	-120.301
0.279071	1	0	5	-119.79
0.279107	1	0	3	-137.766
0.279143	1	0	2	-133.657
0.279179	1	0	1	-133.213
0.279214	1	0	7	-112.672
0.279232	1	0	4	-113.153
0.279232	1	0	5	-119.777
0.27925	1	0	9	-112.919
0.279286	1	0	8	-120.285
0.279321	1	0	7	-112.672
0.279357	1	0	3	-137.708
0.279393	1	0	2	-133.606
0.279429	1	0	1	-133.259
0.279482	1	0	6	-96.2777
0.279482	1	0	5	-119.729
0.2795	1	0	9	-112.957
0.279536	1	0	8	-120.178
0.279571	1	0	7	-112.672
0.279607	1	0	3	-137.725
0.279643	1	0	2	-133.623
0.279679	1	0	1	-133.29
0.27975	1	0	9	-112.907
0.279786	1	0	8	-120.109
0.279821	1	0	7	-112.672
0.279857	1	0	3	-137.724
0.279893	1	0	2	-133.638
0.279929	1	0	1	-133.34
0.28125	1	0	9	-112.85
0.281286	1	0	8	-120.074
0.281321	1	0	7	-112.672
0.281357	1	0	6	-96.4209
0.281375	1	0	4	-113.041
0.281393	1	0	3	-137.524
0.281411	1	0	2	-133.551
0.281429	1	0	1	-133.57
0.281446	1	0	5	-119.662
0.281482	1	0	4	-113.069
0.2815	1	0	9	-112.895
0.281536	1	0	8	-120.06
0.281571	1	0	7	-112.672
0.281607	1	0	3	-137.588
0.281661	1	0	2	-133.517
0.281714	1	0	1	-133.638
0.28175	1	0	9	-112.929
0.281786	1	0	8	-120.057
0.281821	1	0	7	-112.672
0.281857	1	0	3	-137.643
0.281893	1	0	2	-133.491
0.281929	1	0	1	-133.568
0.282	1	0	9	-112.808
0.282036	1	0	8	-120.183
0.282071	1	0	7	-112.672
0.282107	1	0	3	-137.744
0.282143	1	0	2	-133.405
0.282179	1	0	1	-133.609
0.28225	1	0	9	-112.881
0.282286	1	0	8	-120.238
0.282321	1	0	7	-112.672
0.282357	1	0	3	-137.7
0.282393	1	0	2	-133.521
0.282429	1	0	1	-133.679
0.282482	1	0	6	-96.7361
0.282482	1	0	5	-119.701
0.28375	1	0	9	-112.828
0.283786	1	0	7	-112.672
0.283821	1	0	6	-96.5343
0.283839	1	0	5	-119.819
0.283857	1	0	3	-137.432
0.283893	1	0	2	-133.43
0.283929	1	0	1	-133.672
0.283964	1	0	8	-120.247
0.283982	1	0	4	-112.762
0.283982	1	0	5	-119.767
0.283982	1	0	2	-133.382
0.284	1	0	9	-112.843
0.284036	1	0	8	-120.269
0.284071	1	0	7	-112.672
0.284107	1	0	3	-137.44
0.284143	1	0	2	-133.483
0.284179	1	0	1	-133.708
0.284232	1	0	5	-119.779
0.28425	1	0	9	-112.855
0.284286	1	0	8	-120.23
0.284321	1	0	7	-112.672
0.284357	1	0	3	-137.467
0.284393	1	0	2	-133.544
0.284429	1	0	1	-133.678
0.2845	1	0	9	-112.829
0.284536	1	0	8	-120.137
0.284571	1	0	7	-112.672
0.284607	1	0	3	-137.412
0.284643	1	0	2	-133.51
0.284679	1	0	1	-133.649
0.28475	1	0	9	-112.819
0.284786	1	0	8	-120.162
0.284821	1	0	7	-112.672
0.284857	1	0	2	-133.61
0.284911	1	0	1	-133.696
0.284964	1	0	3	-137.444
0.28625	1	0	9	-112.679
0.286286	1	0	8	-120.033
0.286321	1	0	7	-112.672
0.286357	1	0	5	-119.981
0.286375	1	0	4	-112.565
0.286393	1	0	3	-137.409
0.286429	1	0	1	-133.902
0.286446	1	0	2	-133.496
0.286482	1	0	6	-96.4858
0.286482	1	0	5	-119.961
0.286482	1	0	4	-112.553
0.286482	1	0	3	-137.323
0.2865	1	0	9	-112.644
0.286536	1	0	8	-120.042
0.286571	1	0	7	-112.672
0.286607	1	0	3	-137.321
0.286643	1	0	2	-133.517
0.286679	1	0	1	-133.887
0.286714	1	0	6	-96.4327
0.28675	1	0	9	-112.747
0.286786	1	0	8	-119.978
0.286821	1	0	7	-112.672
0.286857	1	0	3	-137.334
0.286893	1	0	2	-133.54
0.286929	1	0	1	-133.905
0.286982	1	0	6	-96.4277
0.287	1	0	9	-112.731
0.287036	1	0	8	-119.908
0.287071	1	0	7	-112.672
0.287107	1	0	3	-137.341
0.287143	1	0	2	-133.545
0.287179	1	0	1	-133.874
0.287214	1	0	4	-112.526
0.28725	1	0	9	-112.704
0.287286	1	0	8	-119.911
0.287321	1	0	7	-112.672
0.287357	1	0	3	-137.213
0.287393	1	0	2	-133.503
0.287429	1	0	1	-133.78
0.28875	1	0	9	-112.483
0.288786	1	0	8	-119.771
0.288821	1	0	7	-112.672
0.288857	1	0	6	-96.4939
0.288875	1	0	4	-112.103
0.288911	1	0	2	-133.665
0.288929	1	0	1	-133.977
0.288946	1	0	3	-137.217
0.288982	1	0	9	-112.434
0.288982	1	0	6	-96.4813
0.288982	1	0	4	-112.1
0.289	1	0	9	-112.436
0.289036	1	0	8	-119.716
0.289071	1	0	7	-112.672
0.289107	1	0	4	-112.041
0.289143	1	0	3	-137.301
0.289179	1	0	2	-133.672
0.289214	1	0	1	-133.969
0.289232	1	0	9	-112.487
0.28925	1	0	9	-112.477
0.289286	1	0	8	-119.677
0.289321	1	0	7	-112.672
0.289357	1	0	3	-137.328
0.289393	1	0	2	-133.569
0.289429	1	0	1	-133.93
0.2895	1	0	8	-119.745
0.289536	1	0	7	-112.672
0.289571	1	0	3	-137.403
0.289607	1	0	2	-133.566
0.289661	1	0	1	-133.955
0.289714	1	0	9	-112.518
0.28975	1	0	9	-112.492
0.289786	1	0	8	-119.783
0.289821	1	0	7	-112.672
0.289857	1	0	3	-137.484
0.289893	1	0	2	-133.497
0.289929	1	0	1	-134.041
0.29125	1	0	9	-112.446
0.291286	1	0	8	-119.599
0.291321	1	0	7	-112.672
0.291357	1	0	6	-96.5409
0.291393	1	0	2	-133.517
0.291429	1	0	1	-133.987
0.291446	1	0	3	-137.453
0.291482	1	0	6	-96.5868
0.291482	1	0	2	-133.552
0.2915	1	0	9	-112.541
0.291536	1	0	8	-119.595
0.291571	1	0	7	-112.672
0.291607	1	0	6	-96.6097
0.291643	1	0	3	-137.446
0.291679	1	0	2	-133.457
0.291714	1	0	1	-133.944
0.291732	1	0	4	-111.838
0.291732	1	0	5	-119.841
0.29175	1	0	9	-112.457
0.291786	1	0	8	-119.606
0.291821	1	0	7	-112.672
0.291857	1	0	3	-137.446
0.291893	1	0	2	-133.396
0.291929	1	0	1	-133.995
0.291982	1	0	5	-119.83
0.291982	1	0	6	-96.6445
0.292	1	0	9	-112.504
0.292036	1	0	8	-119.641
0.292071	1	0	7	-112.672
0.292107	1	0	3	-137.444
0.292161	1	0	1	-133.932
0.292214	1	0	2	-133.449
0.29225	1	0	9	-112.539
0.292286	1	0	8	-119.724
0.292321	1	0	7	-112.672
0.292357	1	0	3	-137.383
0.292393	1	0	2	-133.4
0.292429	1	0	1	-133.872
0.29375	1	0	9	-112.464
0.293786	1	0	8	-119.579
0.293821	1	0	7	-112.672
0.293857	1	0	6	-96.595
0.293875	1	0	4	-111.788
0.293893	1	0	3	-137.246
0.293929	1	0	1	-133.87
0.293946	1	0	2	-133.607
0.293982	1	0	4	-111.775
0.293982	1	0	3	-137.306
0.293982	1	0	2	-133.596
0.294	1	0	9	-112.505
0.294036	1	0	8	-119.557
0.294071	1	0	7	-112.672
0.294107	1	0	3	-137.344
0.294143	1	0	2	-133.597
0.294179	1	0	1	-133.734
0.29425	1	0	9	-112.515
0.294286	1	0	8	-119.572
0.294321	1	0	7	-112.672
0.294357	1	0	3	-137.317
0.294393	1	0	2	-133.654
0.294429	1	0	1	-133.786
0.2945	1	0	9	-112.515
0.294536	1	0	8	-119.632
