Time	CellId	RNTI	BWPId	SINR(dB)
0.0700179	2	5	0	20.4185
0.0700179	2	4	0	38.7986
0.0700179	2	9	0	14.6497
0.0700179	2	8	0	12.0471
0.0700179	2	7	0	7.31782
0.0700179	2	2	0	14.7683
0.0700179	2	1	0	24.8232
0.0700179	2	3	0	28.3572
0.0750179	2	6	0	30.0301
0.0750179	2	5	0	20.5693
0.0750179	2	4	0	38.5535
0.0750179	2	9	0	14.4749
0.0750179	2	8	0	11.5849
0.0750179	2	7	0	7.86812
0.0750179	2	2	0	15.164
0.0750179	2	1	0	24.3265
0.0750179	2	3	0	28.3572
0.0785179	2	6	0	29.7807
0.0785179	2	5	0	20.8237
0.0785179	2	4	0	38.3563
0.0785179	2	9	0	14.5466
0.0785179	2	8	0	11.311
0.0785179	2	7	0	7.99446
0.0785179	2	2	0	15.069
0.0785179	2	1	0	23.6302
0.0785179	2	3	0	28.3572
0.0800179	2	6	0	29.7727
0.0800179	2	5	0	21.098
0.0800179	2	4	0	38.2982
0.0800179	2	9	0	14.5089
0.0800179	2	8	0	11.4404
0.0800179	2	7	0	8.20712
0.0800179	2	2	0	14.7955
0.0800179	2	1	0	23.3352
0.0800179	2	3	0	28.3572
0.0810179	2	6	0	29.7777
0.0810179	2	5	0	21.2898
0.0810179	2	4	0	38.4107
0.0810179	2	9	0	14.5965
0.0810179	2	8	0	11.5321
0.0810179	2	7	0	8.44203
0.0810179	2	2	0	14.9182
0.0810179	2	1	0	23.2049
0.0810179	2	3	0	28.3572
0.0832679	2	6	0	29.5656
0.0832679	2	5	0	21.441
0.0832679	2	4	0	38.6916
0.0832679	2	9	0	14.743
0.0832679	2	8	0	11.3016
0.0832679	2	7	0	8.23059
0.0832679	2	2	0	15.0154
0.0832679	2	1	0	22.8487
0.0832679	2	3	0	28.3572
0.0835179	2	6	0	29.5483
0.0835179	2	5	0	21.4604
0.0835179	2	4	0	38.6467
0.0835179	2	9	0	14.7168
0.0835179	2	8	0	11.2533
0.0835179	2	7	0	8.2221
0.0835179	2	2	0	15.0378
0.0835179	2	1	0	22.8639
0.0835179	2	3	0	28.3572
0.0850179	2	6	0	29.777
0.0850179	2	5	0	21.8959
0.0850179	2	4	0	38.9383
0.0850179	2	9	0	14.7733
0.0850179	2	8	0	11.2048
0.0850179	2	7	0	8.49681
0.0850179	2	2	0	14.9314
0.0850179	2	1	0	22.7789
0.0850179	2	3	0	28.3572
0.0860179	2	6	0	29.5492
0.0860179	2	5	0	21.8489
0.0860179	2	4	0	39.1016
0.0860179	2	9	0	14.6251
0.0860179	2	8	0	11.1699
0.0860179	2	7	0	8.56915
0.0860179	2	2	0	14.7577
0.0860179	2	1	0	22.8772
0.0860179	2	3	0	28.3572
0.0885179	2	6	0	29.8832
0.0885179	2	5	0	22.0556
0.0885179	2	4	0	39.1524
0.0885179	2	9	0	14.5943
0.0885179	2	8	0	11.1638
0.0885179	2	7	0	8.74671
0.0885179	2	2	0	14.4743
0.0885179	2	1	0	23.079
0.0885179	2	3	0	28.3572
0.0900179	2	6	0	29.9352
0.0900179	2	5	0	22.2338
0.0900179	2	4	0	39.0676
0.0900179	2	9	0	14.6311
0.0900179	2	8	0	11.1808
0.0900179	2	7	0	8.63979
0.0900179	2	2	0	14.4217
0.0900179	2	1	0	23.2609
0.0900179	2	3	0	28.3572
0.0910179	2	6	0	30.0049
0.0910179	2	5	0	22.2222
0.0910179	2	4	0	39.0918
0.0910179	2	9	0	14.6803
0.0910179	2	8	0	11.08
0.0910179	2	7	0	8.53216
0.0910179	2	2	0	14.1749
0.0910179	2	1	0	23.5157
0.0910179	2	3	0	28.3572
0.0950179	2	6	0	30.6454
0.0950179	2	5	0	22.5374
0.0950179	2	4	0	39.5049
0.0950179	2	9	0	14.5456
0.0950179	2	8	0	11.2513
0.0950179	2	7	0	8.05541
0.0950179	2	2	0	13.8907
0.0950179	2	1	0	24.795
0.0950179	2	3	0	28.3572
0.100018	2	6	0	30.9018
0.100018	2	5	0	22.6479
0.100018	2	4	0	39.8736
0.100018	2	9	0	14.517
0.100018	2	8	0	11.6273
0.100018	2	7	0	7.68127
0.100018	2	2	0	13.7796
0.100018	2	1	0	25.8649
0.100018	2	3	0	28.3572
0.105018	2	6	0	31.0345
0.105018	2	5	0	23.1098
0.105018	2	4	0	39.8897
0.105018	2	9	0	14.4559
0.105018	2	8	0	11.6845
0.105018	2	7	0	7.09543
0.105018	2	2	0	14.1162
0.105018	2	1	0	26.7036
0.105018	2	3	0	28.3572
0.106018	2	6	0	31.2095
0.106018	2	5	0	23.2925
0.106018	2	4	0	39.828
0.106018	2	9	0	14.3749
0.106018	2	8	0	11.669
0.106018	2	7	0	6.99998
0.106018	2	2	0	14.1949
0.106018	2	1	0	26.7917
0.106018	2	3	0	28.3572
0.110018	2	6	0	31.4794
0.110018	2	5	0	23.5223
0.110018	2	4	0	40.0181
0.110018	2	9	0	14.2476
0.110018	2	8	0	11.7958
0.110018	2	7	0	7.12712
0.110018	2	2	0	14.2523
0.110018	2	1	0	26.9369
0.110018	2	3	0	28.3572
0.115018	2	6	0	31.6885
0.115018	2	5	0	23.7024
0.115018	2	4	0	39.7684
0.115018	2	9	0	14.5022
0.115018	2	8	0	11.9285
0.115018	2	7	0	6.60865
0.115018	2	2	0	14.4519
0.115018	2	1	0	26.5645
0.115018	2	3	0	28.3572
0.118518	2	6	0	31.768
0.118518	2	5	0	23.521
0.118518	2	4	0	39.3541
0.118518	2	9	0	14.6476
0.118518	2	8	0	11.9027
0.118518	2	7	0	6.40551
0.118518	2	2	0	15.1025
0.118518	2	1	0	26.0458
0.118518	2	3	0	28.3572
0.120018	2	6	0	31.7102
0.120018	2	5	0	23.5828
0.120018	2	4	0	39.1975
0.120018	2	9	0	14.4386
0.120018	2	8	0	11.714
0.120018	2	7	0	6.31299
0.120018	2	2	0	15.1926
0.120018	2	1	0	25.9559
0.120018	2	3	0	28.3572
0.121018	2	6	0	31.7172
0.121018	2	5	0	23.6099
0.121018	2	4	0	39.1712
0.121018	2	9	0	14.3603
0.121018	2	8	0	11.6076
0.121018	2	7	0	6.36805
0.121018	2	2	0	15.4613
0.121018	2	1	0	25.7187
0.121018	2	3	0	28.3572
0.123268	2	6	0	31.9492
0.123268	2	5	0	23.3779
0.123268	2	4	0	38.959
0.123268	2	9	0	14.1189
0.123268	2	8	0	11.5371
0.123268	2	7	0	6.17038
0.123268	2	2	0	15.4121
0.123268	2	1	0	24.9723
0.123268	2	3	0	28.3572
0.123518	2	6	0	31.932
0.123518	2	5	0	23.3421
0.123518	2	4	0	38.9591
0.123518	2	9	0	13.9605
0.123518	2	8	0	11.6386
0.123518	2	7	0	6.19538
0.123518	2	2	0	15.451
0.123518	2	1	0	24.9495
0.123518	2	3	0	28.3572
0.125018	2	6	0	31.773
0.125018	2	5	0	23.1691
0.125018	2	4	0	38.9515
0.125018	2	9	0	14.0486
0.125018	2	8	0	11.7217
0.125018	2	7	0	6.30259
0.125018	2	2	0	15.5635
0.125018	2	1	0	24.6376
0.125018	2	3	0	28.3572
0.126018	2	6	0	31.8886
0.126018	2	5	0	23.0148
0.126018	2	4	0	39.0854
0.126018	2	9	0	14.2006
0.126018	2	8	0	11.5949
0.126018	2	7	0	6.43679
0.126018	2	2	0	15.5889
0.126018	2	1	0	24.537
0.126018	2	3	0	28.3572
0.128518	2	6	0	31.5976
0.128518	2	5	0	23.1635
0.128518	2	4	0	39.2724
0.128518	2	9	0	14.1772
0.128518	2	8	0	11.7301
0.128518	2	7	0	6.23562
0.128518	2	2	0	16.2633
0.128518	2	1	0	24.1183
0.128518	2	3	0	28.3572
0.130018	2	6	0	31.5043
0.130018	2	5	0	23.2878
0.130018	2	4	0	39.452
0.130018	2	9	0	14.0334
0.130018	2	8	0	11.5818
0.130018	2	7	0	6.30886
0.130018	2	2	0	16.4985
0.130018	2	1	0	23.9228
0.130018	2	3	0	28.3572
0.131018	2	6	0	31.6308
0.131018	2	5	0	23.0956
0.131018	2	4	0	39.5567
0.131018	2	9	0	14.0945
0.131018	2	8	0	11.427
0.131018	2	7	0	6.06634
0.131018	2	2	0	16.9239
0.131018	2	1	0	23.6552
0.131018	2	3	0	28.3572
0.135018	2	6	0	31.4956
0.135018	2	5	0	23.1658
0.135018	2	4	0	40.2554
0.135018	2	9	0	14.3481
0.135018	2	8	0	11.6377
0.135018	2	7	0	6.81736
0.135018	2	2	0	17.7235
0.135018	2	1	0	23.5326
0.135018	2	3	0	28.3572
0.140018	2	6	0	31.5603
0.140018	2	5	0	22.9796
0.140018	2	4	0	40.6893
0.140018	2	9	0	14.8821
0.140018	2	8	0	11.7974
0.140018	2	7	0	7.03816
0.140018	2	2	0	18.7226
0.140018	2	1	0	23.7219
0.140018	2	3	0	28.3572
0.145018	2	6	0	31.5331
0.145018	2	5	0	23.3094
0.145018	2	4	0	40.5968
0.145018	2	9	0	14.9654
0.145018	2	8	0	11.5064
0.145018	2	7	0	7.11348
0.145018	2	2	0	19.8045
0.145018	2	1	0	24.4335
0.145018	2	3	0	28.3572
0.146018	2	6	0	31.6146
0.146018	2	5	0	23.3211
0.146018	2	4	0	40.4011
0.146018	2	9	0	15.1612
0.146018	2	8	0	11.4045
0.146018	2	7	0	7.14867
0.146018	2	2	0	19.7692
0.146018	2	1	0	24.6109
0.146018	2	3	0	28.3572
0.150018	2	6	0	31.7581
0.150018	2	5	0	23.4326
0.150018	2	4	0	40.5394
0.150018	2	9	0	15.1559
0.150018	2	8	0	11.1928
0.150018	2	7	0	7.58099
0.150018	2	2	0	19.9899
0.150018	2	1	0	25.0496
0.150018	2	3	0	28.3572
0.155018	2	6	0	31.4549
0.155018	2	5	0	23.108
0.155018	2	4	0	40.185
0.155018	2	9	0	14.9857
0.155018	2	8	0	11.1183
0.155018	2	7	0	8.1721
0.155018	2	2	0	20.6822
0.155018	2	1	0	25.1724
0.155018	2	3	0	28.3572
0.158518	2	6	0	31.687
0.158518	2	5	0	23.3591
0.158518	2	4	0	39.5469
0.158518	2	9	0	14.7236
0.158518	2	8	0	10.9192
0.158518	2	7	0	8.38009
0.158518	2	2	0	20.8385
0.158518	2	1	0	25.049
0.158518	2	3	0	28.3572
0.160018	2	6	0	31.4499
0.160018	2	5	0	23.3105
0.160018	2	4	0	39.2357
0.160018	2	9	0	14.7417
0.160018	2	8	0	10.8558
0.160018	2	7	0	8.43054
0.160018	2	2	0	20.6866
0.160018	2	1	0	25.0554
0.160018	2	3	0	28.3572
0.161018	2	6	0	31.5231
0.161018	2	5	0	23.4796
0.161018	2	4	0	39.0441
0.161018	2	9	0	14.4824
0.161018	2	8	0	10.9438
0.161018	2	7	0	8.6442
0.161018	2	2	0	20.4282
0.161018	2	1	0	24.9761
0.161018	2	3	0	28.3572
0.163268	2	6	0	31.3701
0.163268	2	5	0	23.4275
0.163268	2	4	0	38.8757
0.163268	2	9	0	14.3345
0.163268	2	8	0	11.0335
0.163268	2	7	0	8.54335
0.163268	2	2	0	20.3007
0.163268	2	1	0	24.6237
0.163268	2	3	0	28.3572
0.163518	2	6	0	31.4459
0.163518	2	5	0	23.4485
0.163518	2	4	0	38.8802
0.163518	2	9	0	14.3143
0.163518	2	8	0	11.1295
0.163518	2	7	0	8.54274
0.163518	2	2	0	20.2174
0.163518	2	1	0	24.6101
0.163518	2	3	0	28.3572
0.165018	2	6	0	31.2051
0.165018	2	5	0	23.3809
0.165018	2	4	0	38.9613
0.165018	2	9	0	14.3572
0.165018	2	8	0	11.2649
0.165018	2	7	0	8.56872
0.165018	2	2	0	19.9805
0.165018	2	1	0	24.5852
0.165018	2	3	0	28.3572
0.166018	2	6	0	31.2472
0.166018	2	5	0	23.3708
0.166018	2	4	0	38.8078
0.166018	2	9	0	14.3892
0.166018	2	8	0	11.2563
0.166018	2	7	0	8.63172
0.166018	2	2	0	19.7568
0.166018	2	1	0	24.338
0.166018	2	3	0	28.3572
0.168518	2	6	0	30.9825
0.168518	2	5	0	23.1258
0.168518	2	4	0	39.0428
0.168518	2	9	0	13.9112
0.168518	2	8	0	11.6103
0.168518	2	7	0	8.5664
0.168518	2	2	0	19.5243
0.168518	2	1	0	24.3872
0.168518	2	3	0	28.3572
0.170018	2	6	0	30.7833
0.170018	2	5	0	23.1391
0.170018	2	4	0	39.109
0.170018	2	9	0	14.1249
0.170018	2	8	0	11.5078
0.170018	2	7	0	8.92631
0.170018	2	2	0	18.9372
0.170018	2	1	0	24.439
0.170018	2	3	0	28.3572
0.171018	2	6	0	30.8824
0.171018	2	5	0	23.1944
0.171018	2	4	0	39.4074
0.171018	2	9	0	14.2338
0.171018	2	8	0	11.5961
0.171018	2	7	0	9.00602
0.171018	2	2	0	18.6896
0.171018	2	1	0	24.3789
0.171018	2	3	0	28.3572
0.175018	2	6	0	30.648
0.175018	2	5	0	23.2132
0.175018	2	4	0	40.247
0.175018	2	9	0	14.276
0.175018	2	8	0	11.6549
0.175018	2	7	0	8.93493
0.175018	2	2	0	17.3777
0.175018	2	1	0	24.3206
0.175018	2	3	0	28.3572
0.180018	2	6	0	30.5794
0.180018	2	5	0	23.166
0.180018	2	4	0	41.7692
0.180018	2	9	0	14.0736
0.180018	2	8	0	11.6396
0.180018	2	7	0	9.14479
0.180018	2	2	0	14.9411
0.180018	2	1	0	23.8116
0.180018	2	3	0	28.3572
0.185018	2	6	0	30.1076
0.185018	2	5	0	23.223
0.185018	2	4	0	42.7639
0.185018	2	9	0	13.6604
0.185018	2	8	0	10.9967
0.185018	2	7	0	8.60454
0.185018	2	2	0	12.6914
0.185018	2	1	0	24.058
0.185018	2	3	0	28.3572
0.186018	2	6	0	29.8326
0.186018	2	5	0	23.399
0.186018	2	4	0	42.6671
0.186018	2	9	0	13.6892
0.186018	2	8	0	11.0774
0.186018	2	7	0	8.54894
0.186018	2	2	0	12.4165
0.186018	2	1	0	23.9401
0.186018	2	3	0	28.3572
0.190018	2	6	0	29.2942
0.190018	2	5	0	22.9664
0.190018	2	4	0	42.3442
0.190018	2	9	0	13.6322
0.190018	2	8	0	11.0344
0.190018	2	7	0	8.41727
0.190018	2	2	0	13.2701
0.190018	2	1	0	23.9642
0.190018	2	3	0	28.3572
0.195018	2	6	0	28.8655
0.195018	2	5	0	23.0964
0.195018	2	4	0	41.7034
0.195018	2	9	0	13.6106
0.195018	2	8	0	10.9561
0.195018	2	7	0	8.02246
0.195018	2	2	0	14.978
0.195018	2	1	0	23.9421
0.195018	2	3	0	28.3572
0.198518	2	6	0	28.4004
0.198518	2	5	0	22.8829
0.198518	2	4	0	41.0231
0.198518	2	9	0	13.7186
0.198518	2	8	0	10.782
0.198518	2	7	0	7.8661
0.198518	2	2	0	16.5143
0.198518	2	1	0	24.0576
0.198518	2	3	0	28.3572
0.200018	2	6	0	27.903
0.200018	2	5	0	22.7552
0.200018	2	4	0	40.7429
0.200018	2	9	0	13.7508
0.200018	2	8	0	10.8257
0.200018	2	7	0	7.71288
0.200018	2	2	0	16.9966
0.200018	2	1	0	24.0488
0.200018	2	3	0	28.3572
0.201018	2	6	0	27.8155
0.201018	2	5	0	22.8661
0.201018	2	4	0	40.6781
0.201018	2	9	0	13.752
0.201018	2	8	0	10.9539
0.201018	2	7	0	7.53925
0.201018	2	2	0	17.3091
0.201018	2	1	0	24.0858
0.201018	2	3	0	28.3572
0.203268	2	6	0	27.5633
0.203268	2	5	0	22.379
0.203268	2	4	0	40.3298
0.203268	2	9	0	13.83
0.203268	2	8	0	11.0103
0.203268	2	7	0	7.37226
0.203268	2	2	0	17.4855
0.203268	2	1	0	24.2348
0.203268	2	3	0	28.3572
0.203518	2	6	0	27.5054
0.203518	2	5	0	22.3053
0.203518	2	4	0	40.328
0.203518	2	9	0	13.7791
0.203518	2	8	0	10.9943
0.203518	2	7	0	7.3761
0.203518	2	2	0	17.5223
0.203518	2	1	0	24.3047
0.203518	2	3	0	28.3572
0.205018	2	6	0	27.4265
0.205018	2	5	0	22.3153
0.205018	2	4	0	40.2291
0.205018	2	9	0	13.8109
0.205018	2	8	0	11.2094
0.205018	2	7	0	7.3073
0.205018	2	2	0	17.8261
0.205018	2	1	0	24.3376
0.205018	2	3	0	28.3572
0.206018	2	6	0	27.4325
0.206018	2	5	0	22.2865
0.206018	2	4	0	40.0391
0.206018	2	9	0	13.7549
0.206018	2	8	0	11.123
0.206018	2	7	0	7.13502
0.206018	2	2	0	18.1563
0.206018	2	1	0	24.5286
0.206018	2	3	0	28.3572
0.208518	2	6	0	27.7683
0.208518	2	5	0	22.3609
0.208518	2	4	0	39.5687
0.208518	2	9	0	13.8749
0.208518	2	8	0	11.1211
0.208518	2	7	0	6.88025
0.208518	2	2	0	18.2066
0.208518	2	1	0	24.9695
0.208518	2	3	0	28.3572
0.210018	2	6	0	27.8864
0.210018	2	5	0	22.2065
0.210018	2	4	0	39.4461
0.210018	2	9	0	13.9718
0.210018	2	8	0	11.0519
0.210018	2	7	0	6.73568
0.210018	2	2	0	18.0775
0.210018	2	1	0	25.2521
0.210018	2	3	0	28.3572
0.210268	2	6	0	27.9091
0.210268	2	5	0	22.2394
0.210268	2	4	0	39.4193
0.210268	2	9	0	13.997
0.210268	2	8	0	11.0412
0.210268	2	7	0	6.72498
0.210268	2	2	0	18.1326
0.210268	2	1	0	25.2491
0.210268	2	3	0	28.3572
0.210518	2	6	0	27.8766
0.210518	2	5	0	22.2267
0.210518	2	4	0	39.488
0.210518	2	9	0	13.9293
0.210518	2	8	0	11.0146
0.210518	2	7	0	6.65368
0.210518	2	2	0	18.232
0.210518	2	1	0	25.2038
0.210518	2	3	0	28.3572
0.210768	2	6	0	27.9348
0.210768	2	5	0	22.2087
0.210768	2	4	0	39.466
0.210768	2	9	0	13.9763
0.210768	2	8	0	11.0251
0.210768	2	7	0	6.61362
0.210768	2	2	0	18.2275
0.210768	2	1	0	25.2751
0.210768	2	3	0	28.3572
0.211018	2	6	0	27.9369
0.211018	2	5	0	22.2336
0.211018	2	4	0	39.5182
0.211018	2	9	0	13.9608
0.211018	2	8	0	11.0272
0.211018	2	7	0	6.55141
0.211018	2	2	0	18.2045
0.211018	2	1	0	25.3046
0.211018	2	3	0	28.3572
0.212518	2	6	0	27.7743
0.212518	2	5	0	22.5065
0.212518	2	4	0	39.6064
0.212518	2	9	0	13.9631
0.212518	2	8	0	11.1017
0.212518	2	7	0	6.4709
0.212518	2	2	0	18.1708
0.212518	2	1	0	25.6443
0.212518	2	3	0	28.3572
0.213268	2	6	0	27.842
0.213268	2	5	0	22.5673
0.213268	2	4	0	39.732
0.213268	2	9	0	14.1414
0.213268	2	8	0	11.1273
0.213268	2	7	0	6.38878
0.213268	2	2	0	18.2432
0.213268	2	1	0	25.8454
0.213268	2	3	0	28.3572
0.215018	2	6	0	28.064
0.215018	2	5	0	22.6225
0.215018	2	4	0	40.0787
0.215018	2	9	0	14.0865
0.215018	2	8	0	11.082
0.215018	2	7	0	6.24806
0.215018	2	2	0	18.2776
0.215018	2	1	0	26.2609
0.215018	2	3	0	28.3572
0.215268	2	6	0	28.0602
0.215268	2	5	0	22.6217
0.215268	2	4	0	40.1011
0.215268	2	9	0	14.0406
0.215268	2	8	0	11.1468
0.215268	2	7	0	6.26392
0.215268	2	2	0	18.4438
0.215268	2	1	0	26.1924
0.215268	2	3	0	28.3572
0.215768	2	6	0	28.0519
0.215768	2	5	0	22.5184
0.215768	2	4	0	40.1392
0.215768	2	9	0	14.0855
0.215768	2	8	0	11.0583
0.215768	2	7	0	6.18774
0.215768	2	2	0	18.2707
0.215768	2	1	0	26.322
0.215768	2	3	0	28.3572
0.216018	2	6	0	28.1147
0.216018	2	5	0	22.6395
0.216018	2	4	0	40.0937
0.216018	2	9	0	14.1016
0.216018	2	8	0	11.1578
0.216018	2	7	0	6.1572
0.216018	2	2	0	18.2116
0.216018	2	1	0	26.3666
0.216018	2	3	0	28.3572
0.218018	2	6	0	28.2481
0.218018	2	5	0	22.6922
0.218018	2	4	0	40.4229
0.218018	2	9	0	14.2134
0.218018	2	8	0	11.261
0.218018	2	7	0	6.0923
0.218018	2	2	0	18.454
0.218018	2	1	0	26.7618
0.218018	2	3	0	28.3572
0.218268	2	6	0	28.2697
0.218268	2	5	0	22.6947
0.218268	2	4	0	40.4723
0.218268	2	9	0	14.1609
0.218268	2	8	0	11.0825
0.218268	2	7	0	6.17296
0.218268	2	2	0	18.4401
0.218268	2	1	0	26.8128
