% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.53475	1	0	4	6	53	5	1	1	1	15	1	0	28	403
0.53475	1	0	5	5	53	5	1	2	1	15	1	0	28	403
0.53475	1	0	6	4	53	5	1	3	1	15	1	0	28	403
0.53725	1	0	4	6	53	7	3	1	1	15	1	0	28	403
0.53725	1	0	6	4	53	7	3	2	1	15	1	0	28	403
0.53725	1	0	8	2	53	7	3	3	1	15	1	0	28	403
0.53775	1	0	2	8	53	8	1	1	2	15	1	0	13	276
0.53775	1	0	9	1	53	8	1	3	1	15	1	0	28	403
0.53975	1	0	6	4	54	0	1	1	1	15	1	0	28	403
0.53975	1	0	7	3	54	0	1	2	1	15	1	0	28	403
0.54	1	0	1	9	54	0	2	1	1	14	1	0	26	368
0.5405	1	0	3	7	54	1	0	1	1	15	1	0	26	368
0.5405	1	0	5	5	54	1	0	2	1	15	1	0	28	403
0.5425	1	0	4	6	54	3	0	1	1	15	1	0	28	403
