% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.28275	1	0	6	4	28	3	3	4	1	15	1	0	28	403
0.28275	1	0	5	5	28	3	3	5	1	15	1	0	24	324
0.28275	1	0	3	7	28	3	3	6	2	15	1	0	5	104
0.28275	1	0	2	8	28	3	3	8	2	15	1	0	18	399
0.28275	1	0	1	9	28	3	3	10	2	15	1	0	19	434
0.283	1	0	9	1	28	4	0	0	2	14	1	0	28	810
0.283	1	0	8	2	28	4	0	2	2	15	1	0	28	810
0.283	1	0	7	3	28	4	0	4	2	14	1	0	26	740
0.283	1	0	3	7	28	4	0	6	2	14	1	0	5	104
0.283	1	0	2	8	28	4	0	8	2	14	1	0	18	399
0.283	1	0	1	9	28	4	0	10	3	14	1	0	19	652
0.283	1	0	9	1	28	4	1	0	2	13	1	0	28	810
0.283	1	0	8	2	28	4	1	2	2	14	1	0	28	810
0.283	1	0	7	3	28	4	1	4	2	13	1	0	26	740
0.283	1	0	3	7	28	4	1	6	2	13	1	0	5	104
0.283	1	0	2	8	28	4	1	8	2	13	1	0	18	399
0.283	1	0	1	9	28	4	1	10	3	13	1	0	19	652
0.283	1	0	9	1	28	4	2	0	2	12	1	0	28	810
0.283	1	0	8	2	28	4	2	2	2	13	1	0	28	810
0.283	1	0	7	3	28	4	2	4	2	12	1	0	26	740
0.283	1	0	3	7	28	4	2	6	2	12	1	0	5	104
0.283	1	0	2	8	28	4	2	8	2	12	1	0	18	399
0.283	1	0	1	9	28	4	2	10	3	12	1	0	19	652
0.283	1	0	9	1	28	4	3	0	2	11	1	0	28	810
0.283	1	0	8	2	28	4	3	2	2	12	1	0	28	810
0.283	1	0	7	3	28	4	3	4	2	11	1	0	26	740
0.283	1	0	2	8	28	4	3	6	3	11	1	0	18	600
0.283	1	0	1	9	28	4	3	9	3	11	1	0	19	652
0.28525	1	0	9	1	28	6	1	0	2	15	1	0	28	810
0.28525	1	0	8	2	28	6	1	2	2	15	1	0	28	810
0.28525	1	0	7	3	28	6	1	4	2	15	1	0	26	740
0.28525	1	0	5	5	28	6	1	6	1	15	1	0	24	324
0.28525	1	0	4	6	28	6	1	7	1	15	1	0	28	403
0.28525	1	0	3	7	28	6	1	8	2	15	1	0	6	125
0.28525	1	0	1	9	28	6	1	10	1	15	1	0	19	215
0.28525	1	0	2	8	28	6	1	11	2	15	0	1	18	399
0.2855	1	0	9	1	28	6	2	0	2	14	1	0	28	810
0.2855	1	0	8	2	28	6	2	2	2	14	1	0	28	810
0.2855	1	0	7	3	28	6	2	4	2	14	1	0	26	740
0.2855	1	0	3	7	28	6	2	6	2	14	1	0	6	125
0.2855	1	0	2	8	28	6	2	8	2	14	1	0	18	399
0.2855	1	0	1	9	28	6	2	10	2	14	1	0	19	434
0.2855	1	0	9	1	28	6	3	0	2	13	1	0	28	810
0.2855	1	0	8	2	28	6	3	2	2	13	1	0	28	810
0.2855	1	0	7	3	28	6	3	4	2	13	1	0	26	740
0.2855	1	0	3	7	28	6	3	6	2	13	1	0	6	125
0.2855	1	0	2	8	28	6	3	8	2	13	1	0	18	399
0.2855	1	0	1	9	28	6	3	10	3	13	1	0	19	652
0.2855	1	0	9	1	28	7	0	0	2	12	1	0	28	810
0.2855	1	0	8	2	28	7	0	2	2	12	1	0	28	810
0.2855	1	0	7	3	28	7	0	4	2	12	1	0	26	740
0.2855	1	0	3	7	28	7	0	6	2	12	1	0	6	125
0.2855	1	0	2	8	28	7	0	8	2	12	1	0	18	399
0.2855	1	0	1	9	28	7	0	10	2	12	1	0	19	434
0.2855	1	0	9	1	28	7	1	0	2	11	1	0	28	810
0.2855	1	0	8	2	28	7	1	2	2	11	1	0	28	810
0.2855	1	0	7	3	28	7	1	4	2	11	1	0	26	740
0.2855	1	0	3	7	28	7	1	6	2	11	1	0	6	125
0.2855	1	0	2	8	28	7	1	8	2	11	1	0	18	399
0.2855	1	0	1	9	28	7	1	10	3	11	1	0	19	652
0.28775	1	0	9	1	28	8	3	0	2	15	1	0	28	810
0.28775	1	0	8	2	28	8	3	2	2	15	1	0	28	810
0.28775	1	0	7	3	28	8	3	4	2	15	1	0	26	740
0.28775	1	0	6	4	28	8	3	6	1	15	1	0	28	403
0.28775	1	0	4	6	28	8	3	7	2	15	1	0	28	810
0.28775	1	0	2	8	28	8	3	9	1	15	1	0	18	198
0.28775	1	0	1	9	28	8	3	10	1	15	1	0	19	215
0.28775	1	0	3	7	28	8	3	11	2	14	0	1	6	125
0.288	1	0	9	1	28	9	0	0	2	14	1	0	28	810
0.288	1	0	8	2	28	9	0	2	2	14	1	0	28	810
0.288	1	0	7	3	28	9	0	4	2	14	1	0	26	740
0.288	1	0	4	6	28	9	0	6	2	14	1	0	28	810
0.288	1	0	3	7	28	9	0	8	2	15	1	0	6	125
0.288	1	0	2	8	28	9	0	10	2	14	1	0	18	399
0.288	1	0	1	9	28	9	0	12	1	14	1	0	19	215
0.288	1	0	9	1	28	9	1	0	2	13	1	0	28	810
0.288	1	0	8	2	28	9	1	2	2	13	1	0	28	810
0.288	1	0	7	3	28	9	1	4	2	13	1	0	26	740
0.288	1	0	3	7	28	9	1	6	2	13	1	0	6	125
0.288	1	0	2	8	28	9	1	8	2	13	1	0	18	399
0.288	1	0	1	9	28	9	1	10	3	13	1	0	19	652
0.288	1	0	8	2	28	9	2	0	2	12	1	0	28	810
0.288	1	0	7	3	28	9	2	2	2	12	1	0	26	740
0.288	1	0	3	7	28	9	2	4	2	12	1	0	6	125
0.288	1	0	2	8	28	9	2	6	3	12	1	0	18	600
0.288	1	0	1	9	28	9	2	9	3	12	1	0	19	652
0.288	1	0	9	1	28	9	3	0	2	12	1	0	28	810
0.288	1	0	8	2	28	9	3	2	2	11	1	0	28	810
0.288	1	0	7	3	28	9	3	4	2	11	1	0	26	740
0.288	1	0	3	7	28	9	3	6	2	11	1	0	6	125
0.288	1	0	2	8	28	9	3	8	2	11	1	0	18	399
0.288	1	0	1	9	28	9	3	10	3	11	1	0	19	652
0.29025	1	0	9	1	29	1	1	0	2	15	1	0	28	810
0.29025	1	0	8	2	29	1	1	2	2	15	1	0	28	810
0.29025	1	0	7	3	29	1	1	4	2	15	1	0	26	740
0.29025	1	0	6	4	29	1	1	6	2	15	1	0	28	810
0.29025	1	0	2	8	29	1	1	8	2	15	1	0	18	399
0.29025	1	0	1	9	29	1	1	10	1	15	1	0	19	215
0.29025	1	0	3	7	29	1	1	11	2	12	0	1	6	125
0.2905	1	0	9	1	29	1	2	0	2	14	1	0	28	810
0.2905	1	0	8	2	29	1	2	2	2	14	1	0	28	810
0.2905	1	0	7	3	29	1	2	4	2	14	1	0	26	740
0.2905	1	0	6	4	29	1	2	6	2	14	1	0	28	810
0.2905	1	0	3	7	29	1	2	8	2	15	1	0	6	125
0.2905	1	0	2	8	29	1	2	10	2	14	1	0	18	399
0.2905	1	0	1	9	29	1	2	12	1	14	1	0	19	215
0.2905	1	0	9	1	29	1	3	0	2	13	1	0	28	810
0.2905	1	0	8	2	29	1	3	2	2	13	1	0	28	810
0.2905	1	0	7	3	29	1	3	4	2	13	1	0	26	740
0.2905	1	0	3	7	29	1	3	6	2	14	1	0	6	125
0.2905	1	0	2	8	29	1	3	8	2	13	1	0	18	399
0.2905	1	0	1	9	29	1	3	10	3	13	1	0	19	652
0.2905	1	0	9	1	29	2	0	0	2	12	1	0	28	810
0.2905	1	0	8	2	29	2	0	2	2	12	1	0	28	810
0.2905	1	0	7	3	29	2	0	4	2	12	1	0	26	740
0.2905	1	0	3	7	29	2	0	6	3	13	1	0	6	189
0.2905	1	0	1	9	29	2	0	9	3	12	1	0	19	652
0.2905	1	0	9	1	29	2	1	0	2	11	1	0	28	810
0.2905	1	0	8	2	29	2	1	2	2	11	1	0	28	810
0.2905	1	0	7	3	29	2	1	4	2	11	1	0	26	740
0.2905	1	0	3	7	29	2	1	6	2	11	1	0	6	125
0.2905	1	0	2	8	29	2	1	8	2	12	1	0	18	399
0.2905	1	0	1	9	29	2	1	10	3	11	1	0	19	652
0.29275	1	0	9	1	29	3	3	0	2	15	1	0	28	810
0.29275	1	0	8	2	29	3	3	2	2	15	1	0	28	810
0.29275	1	0	7	3	29	3	3	4	2	15	1	0	26	740
0.29275	1	0	6	4	29	3	3	6	1	15	1	0	28	403
0.29275	1	0	4	6	29	3	3	7	1	15	1	0	28	403
0.29275	1	0	3	7	29	3	3	8	2	15	1	0	6	125
0.29275	1	0	1	9	29	3	3	10	1	15	1	0	19	215
0.29275	1	0	2	8	29	3	3	11	2	15	0	1	18	399
0.293	1	0	9	1	29	4	0	0	2	14	1	0	28	810
0.293	1	0	8	2	29	4	0	2	2	14	1	0	28	810
0.293	1	0	7	3	29	4	0	4	2	14	1	0	26	740
0.293	1	0	3	7	29	4	0	6	2	14	1	0	6	125
0.293	1	0	2	8	29	4	0	8	2	14	1	0	18	399
0.293	1	0	1	9	29	4	0	10	3	14	1	0	19	652
0.293	1	0	9	1	29	4	1	0	2	13	1	0	28	810
0.293	1	0	8	2	29	4	1	2	2	13	1	0	28	810
0.293	1	0	7	3	29	4	1	4	2	13	1	0	26	740
0.293	1	0	3	7	29	4	1	6	2	13	1	0	6	125
0.293	1	0	2	8	29	4	1	8	2	13	1	0	18	399
0.293	1	0	1	9	29	4	1	10	3	13	1	0	19	652
0.293	1	0	9	1	29	4	2	0	2	12	1	0	28	810
0.293	1	0	8	2	29	4	2	2	2	12	1	0	28	810
0.293	1	0	7	3	29	4	2	4	2	12	1	0	26	740
0.293	1	0	3	7	29	4	2	6	2	12	1	0	6	125
0.293	1	0	2	8	29	4	2	8	2	12	1	0	18	399
0.293	1	0	1	9	29	4	2	10	3	12	1	0	19	652
0.293	1	0	9	1	29	4	3	0	2	11	1	0	28	810
0.293	1	0	8	2	29	4	3	2	2	11	1	0	28	810
0.293	1	0	7	3	29	4	3	4	2	11	1	0	26	740
0.293	1	0	3	7	29	4	3	6	2	11	1	0	6	125
0.293	1	0	2	8	29	4	3	8	2	11	1	0	18	399
0.293	1	0	1	9	29	4	3	10	3	11	1	0	19	652
0.29525	1	0	9	1	29	6	1	0	2	15	1	0	28	810
0.29525	1	0	8	2	29	6	1	2	2	15	1	0	28	810
0.29525	1	0	7	3	29	6	1	4	2	15	1	0	26	740
0.29525	1	0	6	4	29	6	1	6	1	15	1	0	28	403
0.29525	1	0	5	5	29	6	1	7	1	15	1	0	25	346
0.29525	1	0	3	7	29	6	1	8	2	15	1	0	6	125
0.29525	1	0	2	8	29	6	1	10	2	15	1	0	15	346
0.29525	1	0	1	9	29	6	1	12	1	15	1	0	19	215
0.2955	1	0	9	1	29	6	2	0	2	14	1	0	28	810
0.2955	1	0	8	2	29	6	2	2	2	14	1	0	28	810
0.2955	1	0	7	3	29	6	2	4	2	14	1	0	26	740
0.2955	1	0	3	7	29	6	2	6	2	14	1	0	6	125
0.2955	1	0	2	8	29	6	2	8	2	14	1	0	15	346
0.2955	1	0	1	9	29	6	2	10	3	14	1	0	19	652
0.2955	1	0	9	1	29	6	3	0	2	13	1	0	28	810
0.2955	1	0	8	2	29	6	3	2	2	13	1	0	28	810
0.2955	1	0	7	3	29	6	3	4	2	13	1	0	26	740
0.2955	1	0	3	7	29	6	3	6	2	13	1	0	6	125
0.2955	1	0	2	8	29	6	3	8	2	13	1	0	15	346
0.2955	1	0	1	9	29	6	3	10	3	13	1	0	19	652
0.2955	1	0	9	1	29	7	0	0	2	12	1	0	28	810
0.2955	1	0	8	2	29	7	0	2	2	12	1	0	28	810
0.2955	1	0	7	3	29	7	0	4	2	12	1	0	26	740
0.2955	1	0	3	7	29	7	0	6	2	12	1	0	6	125
0.2955	1	0	2	8	29	7	0	8	2	12	1	0	15	346
0.2955	1	0	1	9	29	7	0	10	3	12	1	0	19	652
0.2955	1	0	9	1	29	7	1	0	2	11	1	0	28	810
0.2955	1	0	8	2	29	7	1	2	2	11	1	0	28	810
0.2955	1	0	7	3	29	7	1	4	2	11	1	0	26	740
0.2955	1	0	3	7	29	7	1	6	2	11	1	0	6	125
0.2955	1	0	2	8	29	7	1	8	2	11	1	0	15	346
0.2955	1	0	1	9	29	7	1	10	3	11	1	0	19	652
0.29775	1	0	9	1	29	8	3	0	2	15	1	0	28	810
0.29775	1	0	8	2	29	8	3	2	2	15	1	0	28	810
0.29775	1	0	7	3	29	8	3	4	2	15	1	0	26	740
0.29775	1	0	5	5	29	8	3	6	2	15	1	0	26	740
0.29775	1	0	4	6	29	8	3	8	1	15	1	0	28	403
0.29775	1	0	3	7	29	8	3	9	2	15	1	0	6	125
0.29775	1	0	2	8	29	8	3	11	1	15	1	0	18	198
0.29775	1	0	1	9	29	8	3	12	1	15	1	0	19	215
0.298	1	0	9	1	29	9	0	0	2	14	1	0	28	810
0.298	1	0	8	2	29	9	0	2	2	14	1	0	28	810
0.298	1	0	7	3	29	9	0	4	2	14	1	0	26	740
0.298	1	0	5	5	29	9	0	6	2	14	1	0	26	740
0.298	1	0	3	7	29	9	0	8	2	14	1	0	6	125
0.298	1	0	2	8	29	9	0	10	2	14	1	0	18	399
0.298	1	0	1	9	29	9	0	12	1	14	1	0	19	215
0.298	1	0	9	1	29	9	1	0	2	13	1	0	28	810
0.298	1	0	8	2	29	9	1	2	2	13	1	0	28	810
0.298	1	0	7	3	29	9	1	4	2	13	1	0	26	740
0.298	1	0	3	7	29	9	1	6	2	13	1	0	6	125
0.298	1	0	2	8	29	9	1	8	2	13	1	0	18	399
0.298	1	0	1	9	29	9	1	10	3	13	1	0	19	652
0.298	1	0	9	1	29	9	2	0	2	12	1	0	28	810
0.298	1	0	8	2	29	9	2	2	2	12	1	0	28	810
0.298	1	0	7	3	29	9	2	4	2	12	1	0	26	740
0.298	1	0	3	7	29	9	2	6	2	12	1	0	6	125
0.298	1	0	2	8	29	9	2	8	2	12	1	0	18	399
0.298	1	0	1	9	29	9	2	10	3	12	1	0	19	652
0.298	1	0	9	1	29	9	3	0	2	11	1	0	28	810
0.298	1	0	8	2	29	9	3	2	2	11	1	0	28	810
0.298	1	0	7	3	29	9	3	4	2	11	1	0	26	740
0.298	1	0	3	7	29	9	3	6	2	11	1	0	6	125
0.298	1	0	2	8	29	9	3	8	2	11	1	0	18	399
0.298	1	0	1	9	29	9	3	10	3	11	1	0	19	652
0.30025	1	0	9	1	30	1	1	0	2	15	1	0	28	810
0.30025	1	0	8	2	30	1	1	2	2	15	1	0	28	810
0.30025	1	0	7	3	30	1	1	4	1	15	1	0	26	368
0.30025	1	0	5	5	30	1	1	5	1	15	1	0	26	368
0.30025	1	0	1	9	30	1	1	6	1	15	1	0	19	215
0.30025	1	0	2	8	30	1	1	7	2	11	0	1	18	399
0.30025	1	0	3	7	30	1	1	9	2	11	0	1	6	125
0.30025	1	0	3	7	30	1	1	11	2	12	0	1	6	125
0.3005	1	0	9	1	30	1	2	0	2	14	1	0	28	810
0.3005	1	0	8	2	30	1	2	2	2	14	1	0	28	810
0.3005	1	0	7	3	30	1	2	4	2	14	1	0	26	740
0.3005	1	0	3	7	30	1	2	6	2	15	1	0	6	125
0.3005	1	0	2	8	30	1	2	8	2	15	1	0	15	346
0.3005	1	0	1	9	30	1	2	10	3	14	1	0	19	652
0.3005	1	0	9	1	30	1	3	0	2	13	1	0	28	810
0.3005	1	0	8	2	30	1	3	2	2	13	1	0	28	810
0.3005	1	0	7	3	30	1	3	4	2	13	1	0	26	740
0.3005	1	0	3	7	30	1	3	6	2	14	1	0	6	125
0.3005	1	0	2	8	30	1	3	8	2	14	1	0	15	346
0.3005	1	0	1	9	30	1	3	10	3	13	1	0	19	652
0.3005	1	0	9	1	30	2	0	0	2	12	1	0	28	810
0.3005	1	0	8	2	30	2	0	2	2	12	1	0	28	810
0.3005	1	0	7	3	30	2	0	4	2	12	1	0	26	740
0.3005	1	0	3	7	30	2	0	6	2	13	1	0	6	125
0.3005	1	0	2	8	30	2	0	8	2	13	1	0	15	346
0.3005	1	0	1	9	30	2	0	10	3	12	1	0	19	652
0.3005	1	0	9	1	30	2	1	0	2	11	1	0	28	810
0.3005	1	0	8	2	30	2	1	2	2	11	1	0	28	810
0.3005	1	0	7	3	30	2	1	4	2	11	1	0	26	740
0.3005	1	0	3	7	30	2	1	6	2	10	1	0	6	125
0.3005	1	0	2	8	30	2	1	8	2	12	1	0	15	346
0.3005	1	0	1	9	30	2	1	10	3	11	1	0	19	652
0.30275	1	0	9	1	30	3	3	0	2	15	1	0	28	810
0.30275	1	0	8	2	30	3	3	2	2	15	1	0	28	810
0.30275	1	0	7	3	30	3	3	4	2	15	1	0	26	740
0.30275	1	0	2	8	30	3	3	6	2	15	1	0	15	346
0.30275	1	0	1	9	30	3	3	8	3	15	1	0	19	652
0.30275	1	0	3	7	30	3	3	11	2	14	0	1	6	125
0.303	1	0	9	1	30	4	0	0	2	14	1	0	28	810
0.303	1	0	8	2	30	4	0	2	2	14	1	0	28	810
0.303	1	0	7	3	30	4	0	4	2	14	1	0	26	740
0.303	1	0	3	7	30	4	0	6	2	15	1	0	6	125
0.303	1	0	2	8	30	4	0	8	2	14	1	0	15	346
0.303	1	0	1	9	30	4	0	10	3	14	1	0	19	652
0.303	1	0	9	1	30	4	1	0	2	13	1	0	28	810
0.303	1	0	8	2	30	4	1	2	2	13	1	0	28	810
0.303	1	0	7	3	30	4	1	4	2	13	1	0	26	740
0.303	1	0	3	7	30	4	1	6	2	13	1	0	6	125
0.303	1	0	2	8	30	4	1	8	2	13	1	0	15	346
0.303	1	0	1	9	30	4	1	10	3	13	1	0	19	652
0.303	1	0	9	1	30	4	2	0	2	12	1	0	28	810
0.303	1	0	8	2	30	4	2	2	2	12	1	0	28	810
0.303	1	0	7	3	30	4	2	4	2	12	1	0	26	740
0.303	1	0	3	7	30	4	2	6	2	12	1	0	6	125
0.303	1	0	2	8	30	4	2	8	2	12	1	0	15	346
0.303	1	0	1	9	30	4	2	10	3	12	1	0	19	652
0.303	1	0	9	1	30	4	3	0	2	11	1	0	28	810
0.303	1	0	8	2	30	4	3	2	2	11	1	0	28	810
0.303	1	0	7	3	30	4	3	4	2	11	1	0	26	740
0.303	1	0	3	7	30	4	3	6	2	11	1	0	6	125
0.303	1	0	2	8	30	4	3	8	2	11	1	0	15	346
0.303	1	0	1	9	30	4	3	10	3	11	1	0	19	652
0.30525	1	0	9	1	30	6	1	0	2	15	1	0	28	810
0.30525	1	0	8	2	30	6	1	2	2	15	1	0	28	810
0.30525	1	0	7	3	30	6	1	4	2	15	1	0	26	740
0.30525	1	0	6	4	30	6	1	6	1	15	1	0	28	403
0.30525	1	0	4	6	30	6	1	7	1	15	1	0	28	403
0.30525	1	0	2	8	30	6	1	8	2	15	1	0	15	346
0.30525	1	0	1	9	30	6	1	10	1	15	1	0	19	215
0.30525	1	0	3	7	30	6	1	11	2	13	0	1	6	125
0.3055	1	0	9	1	30	6	2	0	2	14	1	0	28	810
0.3055	1	0	8	2	30	6	2	2	2	14	1	0	28	810
0.3055	1	0	7	3	30	6	2	4	2	14	1	0	26	740
0.3055	1	0	3	7	30	6	2	6	2	15	1	0	6	125
0.3055	1	0	2	8	30	6	2	8	2	14	1	0	15	346
0.3055	1	0	1	9	30	6	2	10	3	14	1	0	19	652
0.3055	1	0	9	1	30	6	3	0	2	13	1	0	28	810
0.3055	1	0	8	2	30	6	3	2	2	13	1	0	28	810
0.3055	1	0	7	3	30	6	3	4	2	13	1	0	26	740
0.3055	1	0	3	7	30	6	3	6	2	14	1	0	6	125
0.3055	1	0	2	8	30	6	3	8	2	13	1	0	15	346
0.3055	1	0	1	9	30	6	3	10	3	13	1	0	19	652
0.3055	1	0	9	1	30	7	0	0	2	12	1	0	28	810
0.3055	1	0	8	2	30	7	0	2	2	12	1	0	28	810
0.3055	1	0	7	3	30	7	0	4	2	12	1	0	26	740
0.3055	1	0	3	7	30	7	0	6	2	12	1	0	6	125
0.3055	1	0	2	8	30	7	0	8	2	12	1	0	15	346
0.3055	1	0	1	9	30	7	0	10	3	12	1	0	19	652
0.3055	1	0	9	1	30	7	1	0	2	11	1	0	28	810
0.3055	1	0	8	2	30	7	1	2	2	11	1	0	28	810
0.3055	1	0	7	3	30	7	1	4	2	11	1	0	26	740
0.3055	1	0	3	7	30	7	1	6	2	11	1	0	6	125
0.3055	1	0	2	8	30	7	1	8	2	11	1	0	15	346
0.3055	1	0	1	9	30	7	1	10	2	11	1	0	19	434
0.30775	1	0	9	1	30	8	3	0	2	15	1	0	28	810
0.30775	1	0	8	2	30	8	3	2	2	15	1	0	28	810
0.30775	1	0	7	3	30	8	3	4	2	15	1	0	26	740
0.30775	1	0	6	4	30	8	3	6	1	15	1	0	28	403
0.30775	1	0	4	6	30	8	3	7	1	15	1	0	28	403
0.30775	1	0	2	8	30	8	3	8	2	15	1	0	15	346
0.30775	1	0	1	9	30	8	3	10	1	15	1	0	19	215
0.30775	1	0	3	7	30	8	3	11	2	11	0	1	6	125
0.308	1	0	9	1	30	9	0	0	2	14	1	0	28	810
0.308	1	0	8	2	30	9	0	2	2	14	1	0	28	810
0.308	1	0	7	3	30	9	0	4	2	14	1	0	26	740
0.308	1	0	3	7	30	9	0	6	2	15	1	0	6	125
0.308	1	0	2	8	30	9	0	8	2	14	1	0	15	346
0.308	1	0	1	9	30	9	0	10	3	14	1	0	19	652
0.308	1	0	9	1	30	9	1	0	2	13	1	0	28	810
0.308	1	0	8	2	30	9	1	2	2	13	1	0	28	810
0.308	1	0	7	3	30	9	1	4	2	13	1	0	26	740
0.308	1	0	3	7	30	9	1	6	2	14	1	0	6	125
0.308	1	0	2	8	30	9	1	8	2	13	1	0	15	346
0.308	1	0	1	9	30	9	1	10	3	13	1	0	19	652
0.308	1	0	9	1	30	9	2	0	2	12	1	0	28	810
0.308	1	0	8	2	30	9	2	2	2	12	1	0	28	810
0.308	1	0	7	3	30	9	2	4	2	12	1	0	26	740
0.308	1	0	3	7	30	9	2	6	2	13	1	0	6	125
0.308	1	0	2	8	30	9	2	8	2	12	1	0	15	346
0.308	1	0	1	9	30	9	2	10	3	12	1	0	19	652
0.308	1	0	9	1	30	9	3	0	2	11	1	0	28	810
0.308	1	0	8	2	30	9	3	2	2	11	1	0	28	810
0.308	1	0	7	3	30	9	3	4	2	11	1	0	26	740
0.308	1	0	3	7	30	9	3	6	2	12	1	0	6	125
0.308	1	0	2	8	30	9	3	8	2	11	1	0	15	346
0.308	1	0	1	9	30	9	3	10	3	11	1	0	19	652
0.31025	1	0	9	1	31	1	1	0	2	15	1	0	28	810
0.31025	1	0	8	2	31	1	1	2	2	15	1	0	28	810
0.31025	1	0	7	3	31	1	1	4	2	15	1	0	26	740
0.31025	1	0	6	4	31	1	1	6	1	15	1	0	28	403
0.31025	1	0	5	5	31	1	1	7	1	15	1	0	26	368
0.31025	1	0	4	6	31	1	1	8	1	15	1	0	28	403
0.31025	1	0	2	8	31	1	1	9	1	15	1	0	15	171
0.31025	1	0	1	9	31	1	1	10	1	15	1	0	18	198
0.31025	1	0	3	7	31	1	1	11	2	14	0	1	6	125
0.3105	1	0	9	1	31	1	2	0	2	14	1	0	28	810
0.3105	1	0	8	2	31	1	2	2	2	14	1	0	28	810
0.3105	1	0	7	3	31	1	2	4	2	14	1	0	26	740
0.3105	1	0	6	4	31	1	2	6	2	14	1	0	28	810
0.3105	1	0	4	6	31	1	2	8	2	14	1	0	28	810
0.3105	1	0	3	7	31	1	2	10	1	15	1	0	6	61
0.3105	1	0	2	8	31	1	2	11	1	14	1	0	15	171
0.3105	1	0	1	9	31	1	2	12	1	14	1	0	18	198
0.3105	1	0	9	1	31	1	3	0	2	13	1	0	28	810
0.3105	1	0	8	2	31	1	3	2	2	13	1	0	28	810
0.3105	1	0	7	3	31	1	3	4	2	13	1	0	26	740
0.3105	1	0	6	4	31	1	3	6	1	13	1	0	28	403
0.3105	1	0	4	6	31	1	3	7	1	13	1	0	28	403
0.3105	1	0	3	7	31	1	3	8	2	13	1	0	6	125
0.3105	1	0	2	8	31	1	3	10	2	13	1	0	15	346
0.3105	1	0	1	9	31	1	3	12	1	13	1	0	18	198
0.3105	1	0	9	1	31	2	0	0	2	12	1	0	28	810
0.3105	1	0	8	2	31	2	0	2	2	12	1	0	28	810
0.3105	1	0	7	3	31	2	0	4	2	12	1	0	26	740
0.3105	1	0	3	7	31	2	0	6	2	12	1	0	6	125
0.3105	1	0	2	8	31	2	0	8	2	12	1	0	15	346
0.3105	1	0	1	9	31	2	0	10	3	12	1	0	18	600
0.3105	1	0	9	1	31	2	1	0	2	11	1	0	28	810
0.3105	1	0	8	2	31	2	1	2	2	11	1	0	28	810
0.3105	1	0	7	3	31	2	1	4	2	11	1	0	26	740
0.3105	1	0	3	7	31	2	1	6	2	11	1	0	6	125
0.3105	1	0	2	8	31	2	1	8	2	11	1	0	15	346
0.3105	1	0	1	9	31	2	1	10	3	11	1	0	18	600
0.31275	1	0	9	1	31	3	3	0	2	15	1	0	28	810
0.31275	1	0	8	2	31	3	3	2	2	15	1	0	28	810
0.31275	1	0	7	3	31	3	3	4	2	15	1	0	26	740
0.31275	1	0	5	5	31	3	3	6	1	15	1	0	27	386
0.31275	1	0	4	6	31	3	3	7	2	15	1	0	28	810
0.31275	1	0	3	7	31	3	3	9	2	15	1	0	6	125
0.31275	1	0	2	8	31	3	3	11	1	15	1	0	15	171
0.31275	1	0	1	9	31	3	3	12	1	15	1	0	19	215
0.313	1	0	9	1	31	4	0	0	2	14	1	0	28	810
0.313	1	0	8	2	31	4	0	2	2	14	1	0	28	810
0.313	1	0	7	3	31	4	0	4	2	14	1	0	26	740
0.313	1	0	3	7	31	4	0	6	2	14	1	0	6	125
0.313	1	0	2	8	31	4	0	8	2	14	1	0	15	346
0.313	1	0	1	9	31	4	0	10	3	14	1	0	19	652
0.313	1	0	9	1	31	4	1	0	2	13	1	0	28	810
0.313	1	0	8	2	31	4	1	2	2	13	1	0	28	810
0.313	1	0	7	3	31	4	1	4	2	13	1	0	26	740
0.313	1	0	3	7	31	4	1	6	2	13	1	0	6	125
0.313	1	0	2	8	31	4	1	8	2	13	1	0	15	346
0.313	1	0	1	9	31	4	1	10	3	13	1	0	19	652
0.313	1	0	9	1	31	4	2	0	2	12	1	0	28	810
0.313	1	0	8	2	31	4	2	2	2	12	1	0	28	810
0.313	1	0	7	3	31	4	2	4	2	12	1	0	26	740
0.313	1	0	3	7	31	4	2	6	2	12	1	0	6	125
0.313	1	0	2	8	31	4	2	8	2	12	1	0	15	346
0.313	1	0	1	9	31	4	2	10	3	12	1	0	19	652
0.313	1	0	9	1	31	4	3	0	2	11	1	0	28	810
0.313	1	0	8	2	31	4	3	2	2	11	1	0	28	810
0.313	1	0	7	3	31	4	3	4	2	11	1	0	26	740
0.313	1	0	3	7	31	4	3	6	2	11	1	0	6	125
0.313	1	0	2	8	31	4	3	8	2	11	1	0	15	346
0.313	1	0	1	9	31	4	3	10	3	11	1	0	19	652
0.31525	1	0	9	1	31	6	1	0	2	15	1	0	28	810
0.31525	1	0	8	2	31	6	1	2	2	15	1	0	28	810
0.31525	1	0	7	3	31	6	1	4	2	15	1	0	26	740
0.31525	1	0	2	8	31	6	1	6	2	15	1	0	18	399
0.31525	1	0	1	9	31	6	1	8	1	15	1	0	19	215
0.31525	1	0	3	7	31	6	1	9	2	13	0	1	6	125
0.31525	1	0	3	7	31	6	1	11	2	15	0	1	6	125
0.3155	1	0	9	1	31	6	2	0	2	14	1	0	28	810
0.3155	1	0	8	2	31	6	2	2	2	14	1	0	28	810
0.3155	1	0	7	3	31	6	2	4	2	14	1	0	26	740
0.3155	1	0	3	7	31	6	2	6	2	14	1	0	6	125
0.3155	1	0	2	8	31	6	2	8	2	14	1	0	18	399
